pathwayName,sourceId,type,metabolite
Levobunolol Action Pathway,SMP00666,hmdb,CACNA1G
Levobunolol Action Pathway,SMP00666,hmdb,CACNA1C
Levobunolol Action Pathway,SMP00666,hmdb,MYLK
Levobunolol Action Pathway,SMP00666,hmdb,KCNIP2
Dihydromorphine Action Pathway,SMP00689,hmdb,KCNIP2
Dihydromorphine Action Pathway,SMP00689,hmdb,CACNB1
Dihydromorphine Action Pathway,SMP00689,hmdb,ATP1A2
Lactic Acidemia,SMP00313,hmdb,AARS2
Doxorubicin Metabolism Pathway,SMP00650,hmdb,ABCB1
Pyrimidine Metabolism,SMP00046,hmdb,NT5C2
Repaglinide Pathway,SMP00454,hmdb,CACNB1
Methadyl Acetate Action Pathway,SMP00678,hmdb,ATP1A2
Methadyl Acetate Action Pathway,SMP00678,hmdb,CACNB1
Methadyl Acetate Action Pathway,SMP00678,hmdb,KCNIP2
Dihydropyrimidinase Deficiency,SMP00178,hmdb,NT5C2
Metipranolol Action Pathway,SMP00667,hmdb,KCNIP2
Metipranolol Action Pathway,SMP00667,hmdb,CACNA1C
Metipranolol Action Pathway,SMP00667,hmdb,CACNA1G
Metipranolol Action Pathway,SMP00667,hmdb,CACNB1
Metipranolol Action Pathway,SMP00667,hmdb,ATP1A2
Metipranolol Action Pathway,SMP00667,hmdb,MYLK
Lysinuric protein intolerance (LPI),SMP00585,hmdb,SLC14A2
Lysinuric protein intolerance (LPI),SMP00585,hmdb,ATP1A2
5-Oxoprolinuria,SMP00143,hmdb,ANPEP
Paclitaxel Pathway,SMP00434,hmdb,ABCB1
Inositol Metabolism,SMP00011,hmdb,ISYNA1
Inositol Metabolism,SMP00011,hmdb,INPP1
Vincristine Pathway,SMP00437,hmdb,ABCC3
Vincristine Pathway,SMP00437,hmdb,ABCB1
Nifedipine Pathway,SMP00379,hmdb,CACNA1G
Nifedipine Pathway,SMP00379,hmdb,CACNA1C
Nifedipine Pathway,SMP00379,hmdb,KCNIP2
Nifedipine Pathway,SMP00379,hmdb,CACNB1
Nifedipine Pathway,SMP00379,hmdb,MYLK
Nifedipine Pathway,SMP00379,hmdb,ATP1A2
Dimethylglycine Dehydrogenase Deficiency,SMP00242,hmdb,DMGDH
Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency),SMP00235,hmdb,ACADS
GABA-Transaminase Deficiency,SMP00351,hmdb,ABAT
Butyrate Metabolism,SMP00073,hmdb,ACADS
Bupivacaine Pathway,SMP00393,hmdb,ATP1A2
Bupivacaine Pathway,SMP00393,hmdb,CACNB1
Bupivacaine Pathway,SMP00393,hmdb,KCNIP2
Myoadenylate deaminase deficiency,SMP00537,hmdb,NT5C2
Nadolol Pathway,SMP00303,hmdb,KCNIP2
Nadolol Pathway,SMP00303,hmdb,MYLK
Nadolol Pathway,SMP00303,hmdb,CACNA1C
Nadolol Pathway,SMP00303,hmdb,CACNB1
Nadolol Pathway,SMP00303,hmdb,ATP1A2
Nadolol Pathway,SMP00303,hmdb,CACNA1G
Oxprenolol Pathway,SMP00304,hmdb,KCNIP2
Oxprenolol Pathway,SMP00304,hmdb,ATP1A2
Oxprenolol Pathway,SMP00304,hmdb,CACNB1
Oxprenolol Pathway,SMP00304,hmdb,MYLK
Oxprenolol Pathway,SMP00304,hmdb,CACNA1G
Oxprenolol Pathway,SMP00304,hmdb,CACNA1C
D-glyceric acidura,SMP00529,hmdb,DGKA
Venlafaxine Metabolism Pathway,SMP00636,hmdb,ABCB1
Citalopram Pathway,SMP00424,hmdb,CACNB1
Citalopram Pathway,SMP00424,hmdb,ATP1A2
Citalopram Pathway,SMP00424,hmdb,KCNIP2
Procaine Pathway,SMP00402,hmdb,KCNIP2
Procaine Pathway,SMP00402,hmdb,CACNB1
Procaine Pathway,SMP00402,hmdb,ATP1A2
Alanine Metabolism,SMP00055,hmdb,AARS2
Oxybuprocaine Pathway,SMP00400,hmdb,KCNIP2
Oxybuprocaine Pathway,SMP00400,hmdb,ATP1A2
Oxybuprocaine Pathway,SMP00400,hmdb,CACNB1
Levorphanol Action Pathway,SMP00673,hmdb,KCNIP2
Levorphanol Action Pathway,SMP00673,hmdb,ATP1A2
Levorphanol Action Pathway,SMP00673,hmdb,CACNB1
Hydroflumethiazide Pathway,SMP00108,hmdb,ATP1A2
Hydroflumethiazide Pathway,SMP00108,hmdb,SLC14A2
Atenolol Pathway,SMP00298,hmdb,KCNIP2
Atenolol Pathway,SMP00298,hmdb,CACNA1C
Atenolol Pathway,SMP00298,hmdb,CACNA1G
Atenolol Pathway,SMP00298,hmdb,MYLK
Atenolol Pathway,SMP00298,hmdb,CACNB1
Atenolol Pathway,SMP00298,hmdb,ATP1A2
"Carnosinuria, carnosinemia",SMP00493,hmdb,ABAT
Codeine Pathway,SMP00405,hmdb,ATP1A2
Codeine Pathway,SMP00405,hmdb,KCNIP2
Codeine Pathway,SMP00405,hmdb,CACNB1
Hyperinsulinism-Hyperammonemia Syndrome,SMP00339,hmdb,ABAT
Kidney Function,SMP00483,hmdb,SLC14A2
Kidney Function,SMP00483,hmdb,ATP1A2
Hartnup Disorder,SMP00189,hmdb,SLC14A2
Hartnup Disorder,SMP00189,hmdb,ATP1A2
Trehalose Degradation,SMP00467,hmdb,TREH
Trehalose Degradation,SMP00467,hmdb,ATP1A2
Nisoldipine Pathway,SMP00381,hmdb,ATP1A2
Nisoldipine Pathway,SMP00381,hmdb,KCNIP2
Nisoldipine Pathway,SMP00381,hmdb,CACNB1
Nisoldipine Pathway,SMP00381,hmdb,CACNA1G
Nisoldipine Pathway,SMP00381,hmdb,MYLK
Nisoldipine Pathway,SMP00381,hmdb,CACNA1C
Bendroflumethiazide Pathway,SMP00090,hmdb,SLC14A2
Bendroflumethiazide Pathway,SMP00090,hmdb,ATP1A2
Ethylmorphine Action Pathway,SMP00681,hmdb,ATP1A2
Ethylmorphine Action Pathway,SMP00681,hmdb,CACNB1
Ethylmorphine Action Pathway,SMP00681,hmdb,KCNIP2
Lactose Intolerance,SMP00458,hmdb,ATP1A2
Beta Ureidopropionase Deficiency,SMP00172,hmdb,NT5C2
Carfentanil Pathway,SMP00414,hmdb,CACNB1
Carfentanil Pathway,SMP00414,hmdb,KCNIP2
Carfentanil Pathway,SMP00414,hmdb,ATP1A2
Alvimopan Action Pathway,SMP00685,hmdb,KCNIP2
Alvimopan Action Pathway,SMP00685,hmdb,CACNB1
Alvimopan Action Pathway,SMP00685,hmdb,ATP1A2
"Hyperglycinemia, non-ketotic",SMP00485,hmdb,DMGDH
Tramadol Action Action Pathway,SMP00671,hmdb,ATP1A2
Tramadol Action Action Pathway,SMP00671,hmdb,KCNIP2
Tramadol Action Action Pathway,SMP00671,hmdb,CACNB1
2-Hydroxyglutric Aciduria (D And L Form),SMP00136,hmdb,ABAT
Remifentanil Pathway,SMP00416,hmdb,CACNB1
Remifentanil Pathway,SMP00416,hmdb,KCNIP2
Remifentanil Pathway,SMP00416,hmdb,ATP1A2
3-Methylglutaconic Aciduria Type IV,SMP00141,hmdb,ACADS
3-Methylglutaconic Aciduria Type IV,SMP00141,hmdb,ABAT
Eplerenone Pathway,SMP00135,hmdb,SLC14A2
Eplerenone Pathway,SMP00135,hmdb,ATP1A2
Felodipine Pathway,SMP00377,hmdb,ATP1A2
Felodipine Pathway,SMP00377,hmdb,KCNIP2
Felodipine Pathway,SMP00377,hmdb,CACNA1C
Felodipine Pathway,SMP00377,hmdb,CACNA1G
Felodipine Pathway,SMP00377,hmdb,MYLK
Felodipine Pathway,SMP00377,hmdb,CACNB1
Isovaleric acidemia,SMP00524,hmdb,ABAT
Isovaleric acidemia,SMP00524,hmdb,ACADS
Fluoxetine Pathway,SMP00426,hmdb,ATP1A2
Fluoxetine Pathway,SMP00426,hmdb,CACNB1
Fluoxetine Pathway,SMP00426,hmdb,KCNIP2
Furosemide Pathway,SMP00115,hmdb,SLC14A2
Furosemide Pathway,SMP00115,hmdb,ATP1A2
Torsemide Pathway,SMP00118,hmdb,ATP1A2
Torsemide Pathway,SMP00118,hmdb,SLC14A2
Nalbuphine Action Pathway,SMP00691,hmdb,CACNB1
Nalbuphine Action Pathway,SMP00691,hmdb,ATP1A2
Nalbuphine Action Pathway,SMP00691,hmdb,KCNIP2
Maple Syrup Urine Disease,SMP00199,hmdb,ACADS
Maple Syrup Urine Disease,SMP00199,hmdb,ABAT
Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP00220,hmdb,NT5C2
Buprenorphine Action Pathway,SMP00684,hmdb,CACNB1
Buprenorphine Action Pathway,SMP00684,hmdb,ATP1A2
Buprenorphine Action Pathway,SMP00684,hmdb,KCNIP2
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,NT5C2
Levallorphan Action Pathway,SMP00683,hmdb,KCNIP2
Levallorphan Action Pathway,SMP00683,hmdb,CACNB1
Levallorphan Action Pathway,SMP00683,hmdb,ATP1A2
Propionic Acidemia,SMP00236,hmdb,ACADS
Propionic Acidemia,SMP00236,hmdb,ABAT
Ibutilide Pathway,SMP00332,hmdb,MYLK
Ibutilide Pathway,SMP00332,hmdb,CACNB1
Ibutilide Pathway,SMP00332,hmdb,KCNIP2
Ibutilide Pathway,SMP00332,hmdb,CACNA1C
Ibutilide Pathway,SMP00332,hmdb,CACNA1G
Ibutilide Pathway,SMP00332,hmdb,ATP1A2
Glutathione Synthetase Deficiency,SMP00337,hmdb,ANPEP
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,NT5C2
Dibucaine Pathway,SMP00396,hmdb,ATP1A2
Dibucaine Pathway,SMP00396,hmdb,KCNIP2
Dibucaine Pathway,SMP00396,hmdb,CACNB1
Erlotinib Pathway,SMP00472,hmdb,ABCB1
Hypoacetylaspartia,SMP00192,hmdb,ASNS
Hypoacetylaspartia,SMP00192,hmdb,ABAT
Felodipine Metabolism Pathway,SMP00619,hmdb,CACNA1C
Felodipine Metabolism Pathway,SMP00619,hmdb,CACNB1
Mitochondrial DNA depletion syndrome,SMP00536,hmdb,NT5C2
Anileridine Action Pathway,SMP00674,hmdb,KCNIP2
Anileridine Action Pathway,SMP00674,hmdb,ATP1A2
Anileridine Action Pathway,SMP00674,hmdb,CACNB1
Benzocaine Pathway,SMP00392,hmdb,CACNB1
Benzocaine Pathway,SMP00392,hmdb,KCNIP2
Benzocaine Pathway,SMP00392,hmdb,ATP1A2
Lidocaine (Local Anaesthetic) Pathway,SMP00398,hmdb,CACNB1
Lidocaine (Local Anaesthetic) Pathway,SMP00398,hmdb,KCNIP2
Lidocaine (Local Anaesthetic) Pathway,SMP00398,hmdb,ATP1A2
Thioguanine Pathway,SMP00430,hmdb,NT5C2
Cyclothiazide Pathway,SMP00103,hmdb,SLC14A2
Cyclothiazide Pathway,SMP00103,hmdb,ATP1A2
Gliclazide Pathway,SMP00461,hmdb,CACNB1
Verapamil Pathway,SMP00375,hmdb,CACNB1
Verapamil Pathway,SMP00375,hmdb,CACNA1G
Verapamil Pathway,SMP00375,hmdb,KCNIP2
Verapamil Pathway,SMP00375,hmdb,CACNA1C
Verapamil Pathway,SMP00375,hmdb,ATP1A2
Verapamil Pathway,SMP00375,hmdb,MYLK
Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),SMP00568,hmdb,ACADS
Glucose Transporter Defect (SGLT2),SMP00184,hmdb,SLC14A2
Glucose Transporter Defect (SGLT2),SMP00184,hmdb,ATP1A2
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,SMP00480,hmdb,ACADS
Bisoprolol Pathway,SMP00300,hmdb,CACNA1C
Bisoprolol Pathway,SMP00300,hmdb,CACNB1
Bisoprolol Pathway,SMP00300,hmdb,ATP1A2
Bisoprolol Pathway,SMP00300,hmdb,KCNIP2
Bisoprolol Pathway,SMP00300,hmdb,CACNA1G
Bisoprolol Pathway,SMP00300,hmdb,MYLK
Mepivacaine Pathway,SMP00399,hmdb,KCNIP2
Mepivacaine Pathway,SMP00399,hmdb,CACNB1
Mepivacaine Pathway,SMP00399,hmdb,ATP1A2
Vindesine Pathway,SMP00438,hmdb,ABCC3
Vindesine Pathway,SMP00438,hmdb,ABCB1
3-hydroxyisobutyric acid dehydrogenase deficiency,SMP00521,hmdb,ACADS
3-hydroxyisobutyric acid dehydrogenase deficiency,SMP00521,hmdb,ABAT
Ureidopropionase deficiency,SMP00492,hmdb,ABAT
Oxymorphone Pathway,SMP00412,hmdb,CACNB1
Oxymorphone Pathway,SMP00412,hmdb,ATP1A2
Oxymorphone Pathway,SMP00412,hmdb,KCNIP2
Purine Nucleoside Phosphorylase Deficiency,SMP00210,hmdb,NT5C2
4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,SMP00243,hmdb,ABAT
Methylmalonic Aciduria Due to Cobalamin-Related Disorders,SMP00201,hmdb,ABAT
Aspartate Metabolism,SMP00067,hmdb,ABAT
Aspartate Metabolism,SMP00067,hmdb,ASNS
Chloroprocaine Pathway,SMP00394,hmdb,ATP1A2
Chloroprocaine Pathway,SMP00394,hmdb,KCNIP2
Chloroprocaine Pathway,SMP00394,hmdb,CACNB1
Sotalol Action Pathway,SMP00660,hmdb,ATP1A2
Sotalol Action Pathway,SMP00660,hmdb,CACNB1
Sotalol Action Pathway,SMP00660,hmdb,MYLK
Sotalol Action Pathway,SMP00660,hmdb,KCNIP2
Sotalol Action Pathway,SMP00660,hmdb,CACNA1C
Sotalol Action Pathway,SMP00660,hmdb,CACNA1G
Nimodipine Pathway,SMP00380,hmdb,MYLK
Nimodipine Pathway,SMP00380,hmdb,ATP1A2
Nimodipine Pathway,SMP00380,hmdb,CACNB1
Nimodipine Pathway,SMP00380,hmdb,CACNA1C
Nimodipine Pathway,SMP00380,hmdb,KCNIP2
Nimodipine Pathway,SMP00380,hmdb,CACNA1G
Very-long-chain acyl coa dehydrogenase deficiency (VLCAD),SMP00540,hmdb,ACADS
Sufentanil Pathway,SMP00417,hmdb,KCNIP2
Sufentanil Pathway,SMP00417,hmdb,CACNB1
Sufentanil Pathway,SMP00417,hmdb,ATP1A2
Non Ketotic Hyperglycinemia,SMP00223,hmdb,DMGDH
Labetalol Pathway,SMP00368,hmdb,ATP1A2
Labetalol Pathway,SMP00368,hmdb,KCNIP2
Labetalol Pathway,SMP00368,hmdb,CACNB1
Labetalol Pathway,SMP00368,hmdb,CACNA1G
Labetalol Pathway,SMP00368,hmdb,MYLK
Labetalol Pathway,SMP00368,hmdb,CACNA1C
Methylmalonic Aciduria,SMP00200,hmdb,ABAT
Methylmalonic Aciduria,SMP00200,hmdb,ACADS
Adenosine Deaminase Deficiency,SMP00144,hmdb,NT5C2
"Glycogenosis, Type III. Cori disease, Debrancher glycogenosis",SMP00553,hmdb,AMY1A
Propoxyphene Action Pathway,SMP00672,hmdb,CACNB1
Propoxyphene Action Pathway,SMP00672,hmdb,KCNIP2
Propoxyphene Action Pathway,SMP00672,hmdb,ATP1A2
Escitalopram Pathway,SMP00425,hmdb,KCNIP2
Escitalopram Pathway,SMP00425,hmdb,ATP1A2
Escitalopram Pathway,SMP00425,hmdb,CACNB1
Primary Hyperoxaluria Type I,SMP00352,hmdb,AARS2
Amiodarone Action Pathway,SMP00665,hmdb,KCNIP2
Amiodarone Action Pathway,SMP00665,hmdb,CACNA1C
Amiodarone Action Pathway,SMP00665,hmdb,CACNB1
Amiodarone Action Pathway,SMP00665,hmdb,CACNA1G
Amiodarone Action Pathway,SMP00665,hmdb,ATP1A2
Amiodarone Action Pathway,SMP00665,hmdb,MYLK
Isoprenaline Action Pathway,SMP00663,hmdb,ATP1A2
Isoprenaline Action Pathway,SMP00663,hmdb,CACNB1
Isoprenaline Action Pathway,SMP00663,hmdb,CACNA1C
Isoprenaline Action Pathway,SMP00663,hmdb,KCNIP2
Isoprenaline Action Pathway,SMP00663,hmdb,MYLK
Isoprenaline Action Pathway,SMP00663,hmdb,CACNA1G
Fatty acid Metabolism,SMP00051,hmdb,ACADS
Acebutolol Pathway,SMP00296,hmdb,MYLK
Acebutolol Pathway,SMP00296,hmdb,CACNA1G
Acebutolol Pathway,SMP00296,hmdb,KCNIP2
Acebutolol Pathway,SMP00296,hmdb,CACNA1C
Acebutolol Pathway,SMP00296,hmdb,CACNB1
Acebutolol Pathway,SMP00296,hmdb,ATP1A2
Molybdenum Cofactor Deficiency,SMP00203,hmdb,NT5C2
Methylmalonate Semialdehyde Dehydrogenase Deficiency,SMP00384,hmdb,ACADS
Methylmalonate Semialdehyde Dehydrogenase Deficiency,SMP00384,hmdb,ABAT
Diltiazem Pathway,SMP00359,hmdb,KCNIP2
Diltiazem Pathway,SMP00359,hmdb,CACNB1
Diltiazem Pathway,SMP00359,hmdb,ATP1A2
Diltiazem Pathway,SMP00359,hmdb,CACNA1C
Diltiazem Pathway,SMP00359,hmdb,MYLK
Diltiazem Pathway,SMP00359,hmdb,CACNA1G
Pindolol Pathway,SMP00306,hmdb,KCNIP2
Pindolol Pathway,SMP00306,hmdb,CACNA1G
Pindolol Pathway,SMP00306,hmdb,CACNB1
Pindolol Pathway,SMP00306,hmdb,MYLK
Pindolol Pathway,SMP00306,hmdb,ATP1A2
Pindolol Pathway,SMP00306,hmdb,CACNA1C
Nicotine Pathway,SMP00431,hmdb,KCNIP2
Nicotine Pathway,SMP00431,hmdb,CACNB1
Nicotine Pathway,SMP00431,hmdb,ATP1A2
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP00202,hmdb,NT5C2
Docetaxel Pathway,SMP00435,hmdb,ABCB1
Irinotecan Pathway,SMP00433,hmdb,ABCB1
Ropivacaine Pathway,SMP00404,hmdb,ATP1A2
Ropivacaine Pathway,SMP00404,hmdb,KCNIP2
Ropivacaine Pathway,SMP00404,hmdb,CACNB1
Alprenolol Pathway,SMP00297,hmdb,KCNIP2
Alprenolol Pathway,SMP00297,hmdb,ATP1A2
Alprenolol Pathway,SMP00297,hmdb,CACNA1C
Alprenolol Pathway,SMP00297,hmdb,CACNA1G
Alprenolol Pathway,SMP00297,hmdb,CACNB1
Alprenolol Pathway,SMP00297,hmdb,MYLK
Morphine Pathway,SMP00406,hmdb,KCNIP2
Morphine Pathway,SMP00406,hmdb,CACNB1
Morphine Pathway,SMP00406,hmdb,ATP1A2
Adenylosuccinate Lyase Deficiency,SMP00167,hmdb,NT5C2
Gout or Kelley-Seegmiller Syndrome,SMP00365,hmdb,NT5C2
Naloxone Action Pathway,SMP00688,hmdb,CACNB1
Naloxone Action Pathway,SMP00688,hmdb,ATP1A2
Naloxone Action Pathway,SMP00688,hmdb,KCNIP2
Inositol Phosphate Metabolism,SMP00462,hmdb,INPP1
Inositol Phosphate Metabolism,SMP00462,hmdb,ISYNA1
Nateglinide Pathway,SMP00453,hmdb,CACNB1
Purine Metabolism,SMP00050,hmdb,NT5C2
Practolol Action Pathway,SMP00669,hmdb,MYLK
Practolol Action Pathway,SMP00669,hmdb,ATP1A2
Practolol Action Pathway,SMP00669,hmdb,CACNA1C
Practolol Action Pathway,SMP00669,hmdb,CACNB1
Practolol Action Pathway,SMP00669,hmdb,CACNA1G
Practolol Action Pathway,SMP00669,hmdb,KCNIP2
Sarcosinemia,SMP00244,hmdb,DMGDH
Etoposide Pathway,SMP00442,hmdb,ABCB1
Etoposide Pathway,SMP00442,hmdb,ABCC3
Methyclothiazide Pathway,SMP00081,hmdb,ATP1A2
Methyclothiazide Pathway,SMP00081,hmdb,SLC14A2
Starch and Sucrose Metabolism,SMP00058,hmdb,AMY1A
Cocaine Pathway,SMP00395,hmdb,CACNB1
Cocaine Pathway,SMP00395,hmdb,ATP1A2
Cocaine Pathway,SMP00395,hmdb,KCNIP2
Oxycodone Pathway,SMP00409,hmdb,CACNB1
Oxycodone Pathway,SMP00409,hmdb,ATP1A2
Oxycodone Pathway,SMP00409,hmdb,KCNIP2
Chlorothiazide Pathway,SMP00078,hmdb,ATP1A2
Chlorothiazide Pathway,SMP00078,hmdb,SLC14A2
Dimethylthiambutene Action Pathway,SMP00680,hmdb,CACNB1
Dimethylthiambutene Action Pathway,SMP00680,hmdb,KCNIP2
Dimethylthiambutene Action Pathway,SMP00680,hmdb,ATP1A2
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,DMGDH
Etoposide Metabolism Pathway,SMP00601,hmdb,ABCB1
Etoposide Metabolism Pathway,SMP00601,hmdb,ABCC3
Ethylmalonic Encephalopathy,SMP00181,hmdb,ACADS
Betaxolol Pathway,SMP00299,hmdb,CACNA1G
Betaxolol Pathway,SMP00299,hmdb,KCNIP2
Betaxolol Pathway,SMP00299,hmdb,MYLK
Betaxolol Pathway,SMP00299,hmdb,CACNA1C
Betaxolol Pathway,SMP00299,hmdb,ATP1A2
Betaxolol Pathway,SMP00299,hmdb,CACNB1
Irinotecan Metabolism Pathway,SMP00600,hmdb,ABCB1
Levomethadyl Acetate Action Action Pathway,SMP00677,hmdb,KCNIP2
Levomethadyl Acetate Action Action Pathway,SMP00677,hmdb,CACNB1
Levomethadyl Acetate Action Action Pathway,SMP00677,hmdb,ATP1A2
Vinorelbine Pathway,SMP00439,hmdb,ABCB1
Vinorelbine Pathway,SMP00439,hmdb,ABCC3
Nitrendipine Pathway,SMP00382,hmdb,CACNA1C
Nitrendipine Pathway,SMP00382,hmdb,KCNIP2
Nitrendipine Pathway,SMP00382,hmdb,CACNA1G
Nitrendipine Pathway,SMP00382,hmdb,ATP1A2
Nitrendipine Pathway,SMP00382,hmdb,MYLK
Nitrendipine Pathway,SMP00382,hmdb,CACNB1
UMP Synthase Deiciency (Orotic Aciduria),SMP00219,hmdb,NT5C2
Mexiletine Pathway,SMP00329,hmdb,CACNA1C
Mexiletine Pathway,SMP00329,hmdb,MYLK
Mexiletine Pathway,SMP00329,hmdb,KCNIP2
Mexiletine Pathway,SMP00329,hmdb,ATP1A2
Mexiletine Pathway,SMP00329,hmdb,CACNA1G
Mexiletine Pathway,SMP00329,hmdb,CACNB1
3-Methylglutaconic Aciduria Type III,SMP00140,hmdb,ACADS
3-Methylglutaconic Aciduria Type III,SMP00140,hmdb,ABAT
Mycophenolic Acid Metabolism Pathway,SMP00652,hmdb,ABCB1
Familial lipoprotein lipase deficiency,SMP00530,hmdb,DGKA
Muscle/Heart Contraction,SMP00588,hmdb,CACNA1C
Muscle/Heart Contraction,SMP00588,hmdb,ATP1A2
Muscle/Heart Contraction,SMP00588,hmdb,CACNB1
Muscle/Heart Contraction,SMP00588,hmdb,MYLK
Muscle/Heart Contraction,SMP00588,hmdb,CACNA1G
Muscle/Heart Contraction,SMP00588,hmdb,KCNIP2
Ammonia Recycling,SMP00009,hmdb,ASNS
Dobutamine Action Pathway,SMP00662,hmdb,KCNIP2
Dobutamine Action Pathway,SMP00662,hmdb,MYLK
Dobutamine Action Pathway,SMP00662,hmdb,CACNA1G
Dobutamine Action Pathway,SMP00662,hmdb,ATP1A2
Dobutamine Action Pathway,SMP00662,hmdb,CACNB1
Dobutamine Action Pathway,SMP00662,hmdb,CACNA1C
Medium chain acyl-coa dehydrogenase deficiency (MCAD),SMP00542,hmdb,ACADS
Amiloride Pathway,SMP00133,hmdb,SLC14A2
Amiloride Pathway,SMP00133,hmdb,ATP1A2
3-hydroxyisobutyric aciduria,SMP00522,hmdb,ABAT
3-hydroxyisobutyric aciduria,SMP00522,hmdb,ACADS
Metoprolol Pathway,SMP00302,hmdb,KCNIP2
Metoprolol Pathway,SMP00302,hmdb,CACNA1C
Metoprolol Pathway,SMP00302,hmdb,ATP1A2
Metoprolol Pathway,SMP00302,hmdb,CACNA1G
Metoprolol Pathway,SMP00302,hmdb,MYLK
Metoprolol Pathway,SMP00302,hmdb,CACNB1
Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin,SMP00354,hmdb,MYLK
Pancreas Function,SMP00643,hmdb,CACNB1
Ketobemidone  Action Pathway,SMP00690,hmdb,CACNB1
Ketobemidone  Action Pathway,SMP00690,hmdb,KCNIP2
Ketobemidone  Action Pathway,SMP00690,hmdb,ATP1A2
Azathioprine Pathway,SMP00427,hmdb,NT5C2
Levobupivacaine Pathway,SMP00397,hmdb,ATP1A2
Levobupivacaine Pathway,SMP00397,hmdb,CACNB1
Levobupivacaine Pathway,SMP00397,hmdb,KCNIP2
Nebivolol Pathway,SMP00366,hmdb,CACNB1
Nebivolol Pathway,SMP00366,hmdb,CACNA1C
Nebivolol Pathway,SMP00366,hmdb,MYLK
Nebivolol Pathway,SMP00366,hmdb,KCNIP2
Nebivolol Pathway,SMP00366,hmdb,CACNA1G
Nebivolol Pathway,SMP00366,hmdb,ATP1A2
Prilocaine Pathway,SMP00401,hmdb,ATP1A2
Prilocaine Pathway,SMP00401,hmdb,KCNIP2
Prilocaine Pathway,SMP00401,hmdb,CACNB1
3-Methylthiofentanyl Action Pathway,SMP00679,hmdb,KCNIP2
3-Methylthiofentanyl Action Pathway,SMP00679,hmdb,ATP1A2
3-Methylthiofentanyl Action Pathway,SMP00679,hmdb,CACNB1
Cystinuria,SMP00723,hmdb,SLC14A2
Cystinuria,SMP00723,hmdb,ATP1A2
Hydrochlorothiazide Pathway,SMP00100,hmdb,SLC14A2
Hydrochlorothiazide Pathway,SMP00100,hmdb,ATP1A2
