"","pathwayName","sourceId","type","metabolite"
"94484","Cytokine-cytokine receptor interaction","04060","kegg","FLT3"
"94485","Cytokine-cytokine receptor interaction","04060","kegg","TGFB1"
"94486","Cytokine-cytokine receptor interaction","04060","kegg","IL18"
"94487","Cytokine-cytokine receptor interaction","04060","kegg","CX3CR1"
"94488","Cytokine-cytokine receptor interaction","04060","kegg","PDGFA"
"94489","Cytokine-cytokine receptor interaction","04060","kegg","CCL2"
"94490","Cytokine-cytokine receptor interaction","04060","kegg","AMHR2"
"94491","Cytokine-cytokine receptor interaction","04060","kegg","PDGFC"
"94492","Cytokine-cytokine receptor interaction","04060","kegg","IL17A"
"94493","Cytokine-cytokine receptor interaction","04060","kegg","IL17D"
"94494","Cytokine-cytokine receptor interaction","04060","kegg","KIT"
"94495","Cytokine-cytokine receptor interaction","04060","kegg","VEGFB"
"94496","Cytokine-cytokine receptor interaction","04060","kegg","IL7R"
"94497","Cytokine-cytokine receptor interaction","04060","kegg","IL8"
"94498","Cytokine-cytokine receptor interaction","04060","kegg","CSF2RB"
"94499","Cytokine-cytokine receptor interaction","04060","kegg","EPOR"
"94500","Cytokine-cytokine receptor interaction","04060","kegg","CCR2"
"94501","Cytokine-cytokine receptor interaction","04060","kegg","IL17RE"
"94502","Cytokine-cytokine receptor interaction","04060","kegg","CXCL10"
"94503","Cytokine-cytokine receptor interaction","04060","kegg","IL28RA"
"94504","Cytokine-cytokine receptor interaction","04060","kegg","CXCL1"
"94505","Cytokine-cytokine receptor interaction","04060","kegg","LIF"
"94506","Cytokine-cytokine receptor interaction","04060","kegg","CNTFR"
"94507","Cytokine-cytokine receptor interaction","04060","kegg","CCR10"
"94508","Cytokine-cytokine receptor interaction","04060","kegg","CXCL14"
"94509","Cytokine-cytokine receptor interaction","04060","kegg","IL10RB"
"94510","Cytokine-cytokine receptor interaction","04060","kegg","LEP"
"94511","Cytokine-cytokine receptor interaction","04060","kegg","TNFSF10"
"94512","Cytokine-cytokine receptor interaction","04060","kegg","IL17F"
"94513","Cytokine-cytokine receptor interaction","04060","kegg","CSF1R"
"94514","Cytokine-cytokine receptor interaction","04060","kegg","IFNGR1"
"94515","Cytokine-cytokine receptor interaction","04060","kegg","TNFRSF21"
"94516","Cytokine-cytokine receptor interaction","04060","kegg","IL24"
"94517","Cytokine-cytokine receptor interaction","04060","kegg","CCR6"
"94518","Cytokine-cytokine receptor interaction","04060","kegg","LIFR"
"94519","Cytokine-cytokine receptor interaction","04060","kegg","LTB"
"94520","Cytokine-cytokine receptor interaction","04060","kegg","PRLR"
"94521","Cytokine-cytokine receptor interaction","04060","kegg","FASLG"
"94522","Cytokine-cytokine receptor interaction","04060","kegg","CXCL9"
"94523","Cytokine-cytokine receptor interaction","04060","kegg","TGFBR2"
"94524","Cytokine-cytokine receptor interaction","04060","kegg","CCR7"
"94525","Cytokine-cytokine receptor interaction","04060","kegg","IL7"
"94526","Cytokine-cytokine receptor interaction","04060","kegg","IL2RG"
"94527","Cytokine-cytokine receptor interaction","04060","kegg","TNFRSF11A"
"94528","Cytokine-cytokine receptor interaction","04060","kegg","BMPR1B"
"94529","Cytokine-cytokine receptor interaction","04060","kegg","IL3"
"94530","Cytokine-cytokine receptor interaction","04060","kegg","ACVR1"
"94531","Cytokine-cytokine receptor interaction","04060","kegg","KDR"
"94532","Cytokine-cytokine receptor interaction","04060","kegg","CCR4"
"94533","Cytokine-cytokine receptor interaction","04060","kegg","PDGFRB"
"94534","Cytokine-cytokine receptor interaction","04060","kegg","IL29"
"94535","Cytokine-cytokine receptor interaction","04060","kegg","INHBA"
"94536","Cytokine-cytokine receptor interaction","04060","kegg","CCR5"
"94537","Cytokine-cytokine receptor interaction","04060","kegg","BMPR2"
"94538","Cytokine-cytokine receptor interaction","04060","kegg","IL28A"
"94539","Cytokine-cytokine receptor interaction","04060","kegg","IL17B"
"94540","Cytokine-cytokine receptor interaction","04060","kegg","TGFB3"
"94541","Cytokine-cytokine receptor interaction","04060","kegg","VEGFC"
"94542","Cytokine-cytokine receptor interaction","04060","kegg","IL28B"
"94543","Cytokine-cytokine receptor interaction","04060","kegg","LTA"
"94544","Cytokine-cytokine receptor interaction","04060","kegg","MET"
"94545","Cytokine-cytokine receptor interaction","04060","kegg","EPO"
"94546","Cytokine-cytokine receptor interaction","04060","kegg","EGF"
"94547","Cytokine-cytokine receptor interaction","04060","kegg","ACVR1B"
"94548","Cytokine-cytokine receptor interaction","04060","kegg","IL17RA"
"94549","Cytokine-cytokine receptor interaction","04060","kegg","IL12A"
"94550","Cytokine-cytokine receptor interaction","04060","kegg","FAS"
"94551","Cytokine-cytokine receptor interaction","04060","kegg","IL4R"
"94552","Cytokine-cytokine receptor interaction","04060","kegg","IL6"
"94553","Cytokine-cytokine receptor interaction","04060","kegg","XCR1"
"94554","Cytokine-cytokine receptor interaction","04060","kegg","IL6R"
"94555","Cytokine-cytokine receptor interaction","04060","kegg","IL12B"
"94556","Cytokine-cytokine receptor interaction","04060","kegg","CCL1"
"94557","Cytokine-cytokine receptor interaction","04060","kegg","TNFSF15"
"94558","Cytokine-cytokine receptor interaction","04060","kegg","ACVR2B"
"94559","Cytokine-cytokine receptor interaction","04060","kegg","CCL3"
"94560","Cytokine-cytokine receptor interaction","04060","kegg","CXCL16"
"94561","Cytokine-cytokine receptor interaction","04060","kegg","HGF"
"94562","Cytokine-cytokine receptor interaction","04060","kegg","NGFR"
"94563","Cytokine-cytokine receptor interaction","04060","kegg","TGFBR1"
"94564","Cytokine-cytokine receptor interaction","04060","kegg","BMP2"
"94565","Cytokine-cytokine receptor interaction","04060","kegg","CXCL2"
"94566","Cytokine-cytokine receptor interaction","04060","kegg","CXCR1"
"94567","Cytokine-cytokine receptor interaction","04060","kegg","GH1"
"94568","Cytokine-cytokine receptor interaction","04060","kegg","CXCL11"
"94569","Cytokine-cytokine receptor interaction","04060","kegg","CCL16"
"94570","Cytokine-cytokine receptor interaction","04060","kegg","IFNAR1"
"94571","Cytokine-cytokine receptor interaction","04060","kegg","IL17RC"
"94572","Cytokine-cytokine receptor interaction","04060","kegg","PDGFB"
"94573","Cytokine-cytokine receptor interaction","04060","kegg","IL15"
"94574","Cytokine-cytokine receptor interaction","04060","kegg","CXCL13"
"94575","Cytokine-cytokine receptor interaction","04060","kegg","TNF"
"94576","Cytokine-cytokine receptor interaction","04060","kegg","TNFRSF10B"
"94577","Cytokine-cytokine receptor interaction","04060","kegg","FLT1"
"94578","Cytokine-cytokine receptor interaction","04060","kegg","TNFRSF1A"
"94579","Cytokine-cytokine receptor interaction","04060","kegg","CXCR4"
"94580","Cytokine-cytokine receptor interaction","04060","kegg","IL2RA"
"94581","Cytokine-cytokine receptor interaction","04060","kegg","BMP7"
"94582","Cytokine-cytokine receptor interaction","04060","kegg","IL1R2"
"94583","Cytokine-cytokine receptor interaction","04060","kegg","IL17C"
"94584","Cytokine-cytokine receptor interaction","04060","kegg","IL11RA"
"94585","Cytokine-cytokine receptor interaction","04060","kegg","IL25"
"94586","Cytokine-cytokine receptor interaction","04060","kegg","IL2RB"
"94587","Cytokine-cytokine receptor interaction","04060","kegg","CCR8"
"94588","Cytokine-cytokine receptor interaction","04060","kegg","TNFRSF25"
"94589","Cytokine-cytokine receptor interaction","04060","kegg","IL17RB"
"94590","Cytokine-cytokine receptor interaction","04060","kegg","IL1B"
"94591","Cytokine-cytokine receptor interaction","04060","kegg","BMPR1A"
"94592","Cytokine-cytokine receptor interaction","04060","kegg","PDGFRA"
"94593","Cytokine-cytokine receptor interaction","04060","kegg","TGFB2"
"94594","Cytokine-cytokine receptor interaction","04060","kegg","TNFRSF1B"
"94595","Cytokine-cytokine receptor interaction","04060","kegg","IFNAR2"
"94596","Cytokine-cytokine receptor interaction","04060","kegg","OSM"
"94597","Cytokine-cytokine receptor interaction","04060","kegg","IL10"
"94598","Cytokine-cytokine receptor interaction","04060","kegg","CCL5"
"94599","Cytokine-cytokine receptor interaction","04060","kegg","TNFRSF11B"
"94600","Cytokine-cytokine receptor interaction","04060","kegg","CCR1"
"94601","Cytokine-cytokine receptor interaction","04060","kegg","IL1R1"
"94602","Cytokine-cytokine receptor interaction","04060","kegg","PPBP"
"94603","Cytokine-cytokine receptor interaction","04060","kegg","IL11"
"94604","Cytokine-cytokine receptor interaction","04060","kegg","IFNGR2"
"94605","Cytokine-cytokine receptor interaction","04060","kegg","FIGF"
"94606","Cytokine-cytokine receptor interaction","04060","kegg","FLT4"
"94607","Cytokine-cytokine receptor interaction","04060","kegg","CD40"
"94608","Cytokine-cytokine receptor interaction","04060","kegg","VEGFA"
"94609","Cytokine-cytokine receptor interaction","04060","kegg","CCR9"
"94610","Cytokine-cytokine receptor interaction","04060","kegg","ACVR2A"
"94611","Cytokine-cytokine receptor interaction","04060","kegg","CXCR6"
"94612","Cytokine-cytokine receptor interaction","04060","kegg","CSF1"
"94613","Cytokine-cytokine receptor interaction","04060","kegg","EGFR"
"94614","Arginine and proline metabolism","00330","kegg","GOT1"
"94615","Arginine and proline metabolism","00330","kegg","SRM"
"94616","Arginine and proline metabolism","00330","kegg","SMS"
"94617","Arginine and proline metabolism","00330","kegg","CNDP1"
"94618","Arginine and proline metabolism","00330","kegg","MAOB"
"94619","Arginine and proline metabolism","00330","kegg","ALDH4A1"
"94620","Arginine and proline metabolism","00330","kegg","CKM"
"94621","Arginine and proline metabolism","00330","kegg","NOS2"
"94622","Arginine and proline metabolism","00330","kegg","GOT2"
"94623","Arginine and proline metabolism","00330","kegg","ABP1"
"94624","Arginine and proline metabolism","00330","kegg","SMOX"
"94625","Arginine and proline metabolism","00330","kegg","ADC"
"94626","Arginine and proline metabolism","00330","kegg","AMD1"
"94627","Arginine and proline metabolism","00330","kegg","CKMT2"
"94628","Arginine and proline metabolism","00330","kegg","ALDH1B1"
"94629","Arginine and proline metabolism","00330","kegg","ALDH7A1"
"94630","Arginine and proline metabolism","00330","kegg","PYCRL"
"94631","Arginine and proline metabolism","00330","kegg","CKMT1A"
"94632","Arginine and proline metabolism","00330","kegg","PYCR2"
"94633","Arginine and proline metabolism","00330","kegg","OAT"
"94634","Arginine and proline metabolism","00330","kegg","ALDH9A1"
"94635","Arginine and proline metabolism","00330","kegg","PRODH"
"94636","Arginine and proline metabolism","00330","kegg","ALDH2"
"94637","Arginine and proline metabolism","00330","kegg","ARG2"
"94638","Arginine and proline metabolism","00330","kegg","LAP3"
"94639","Arginine and proline metabolism","00330","kegg","SAT1"
"94640","Arginine and proline metabolism","00330","kegg","MAOA"
"94641","Arginine and proline metabolism","00330","kegg","P4HA1"
"94642","Arginine and proline metabolism","00330","kegg","ALDH3A2"
"94643","Arginine and proline metabolism","00330","kegg","ALDH18A1"
"94644","Arginine and proline metabolism","00330","kegg","PYCR1"
"94645","Arginine and proline metabolism","00330","kegg","GAMT"
"94646","Arginine and proline metabolism","00330","kegg","P4HA3"
"94647","Arginine and proline metabolism","00330","kegg","P4HA2"
"94648","Arginine and proline metabolism","00330","kegg","CARNS1"
"94649","Arginine and proline metabolism","00330","kegg","CKB"
"94650","Arginine and proline metabolism","00330","kegg","SAT2"
"94651","Arginine and proline metabolism","00330","kegg","GATM"
"94652","Arginine and proline metabolism","00330","kegg","NOS3"
"94653","Arginine and proline metabolism","00330","kegg","PRODH2"
"94654","Arginine and proline metabolism","00330","kegg","ODC1"
"94655","Arginine and proline metabolism","00330","kegg","AGMAT"
"94656","Arginine and proline metabolism","00330","kegg","NOS1"
"94657","Drug metabolism","00983","kegg","GUSB"
"94658","Drug metabolism","00983","kegg","UPB1"
"94659","Drug metabolism","00983","kegg","UGT2B7"
"94660","Drug metabolism","00983","kegg","TPMT"
"94661","Drug metabolism","00983","kegg","NAT1"
"94662","Drug metabolism","00983","kegg","CES2"
"94663","Drug metabolism","00983","kegg","UMPS"
"94664","Drug metabolism","00983","kegg","CES1"
"94665","Drug metabolism","00983","kegg","UGT2B10"
"94666","Drug metabolism","00983","kegg","UCK1"
"94667","Drug metabolism","00983","kegg","HPRT1"
"94668","Drug metabolism","00983","kegg","UGT1A1"
"94669","Drug metabolism","00983","kegg","UPP1"
"94670","Drug metabolism","00983","kegg","DPYS"
"94671","Drug metabolism","00983","kegg","UCKL1"
"94672","Drug metabolism","00983","kegg","IMPDH2"
"94673","Drug metabolism","00983","kegg","XDH"
"94674","Drug metabolism","00983","kegg","CDA"
"94675","Drug metabolism","00983","kegg","GMPS"
"94676","Drug metabolism","00983","kegg","ITPA"
"94677","Drug metabolism","00983","kegg","UCK2"
"94678","Drug metabolism","00983","kegg","APC"
"94679","Drug metabolism","00983","kegg","TYMP"
"94680","Drug metabolism","00983","kegg","TK1"
"94681","Drug metabolism","00983","kegg","IMPDH1"
"94682","Drug metabolism","00983","kegg","DPYD"
"94683","Drug metabolism","00983","kegg","CYP2A6"
"94684","Caffeine metabolism","00232","kegg","XDH"
"94685","Caffeine metabolism","00232","kegg","CYP1A2"
"94686","Caffeine metabolism","00232","kegg","NAT1"
"94687","Caffeine metabolism","00232","kegg","CYP2A6"
"94688","Phototransduction","04744","kegg","PDE6B"
"94689","Phototransduction","04744","kegg","CALML5"
"94690","Phototransduction","04744","kegg","GUCY2F"
"94691","Phototransduction","04744","kegg","SAG"
"94692","Phototransduction","04744","kegg","PDE6A"
"94693","Phototransduction","04744","kegg","GNAT2"
"94694","Phototransduction","04744","kegg","RHO"
"94695","Phototransduction","04744","kegg","GUCA1A"
"94696","Phototransduction","04744","kegg","GUCA1B"
"94697","Phototransduction","04744","kegg","CALML3"
"94698","Phototransduction","04744","kegg","CALM2"
"94699","Phototransduction","04744","kegg","GRK1"
"94700","Phototransduction","04744","kegg","RGS9"
"94701","Phototransduction","04744","kegg","CNGA1"
"94702","Phototransduction","04744","kegg","GUCY2D"
"94703","Phototransduction","04744","kegg","GNAT1"
"94704","Phototransduction","04744","kegg","GNB1"
"94705","Phototransduction","04744","kegg","CNGB1"
"94706","Phototransduction","04744","kegg","CALM3"
"94707","Phototransduction","04744","kegg","PDE6G"
"94708","Phototransduction","04744","kegg","RCVRN"
"94709","Phototransduction","04744","kegg","CALM1"
"94710","Phototransduction","04744","kegg","SLC24A1"
"94711","ErbB signaling pathway","04012","kegg","PAK1"
"94712","ErbB signaling pathway","04012","kegg","CBLB"
"94713","ErbB signaling pathway","04012","kegg","ERBB2"
"94714","ErbB signaling pathway","04012","kegg","PAK4"
"94715","ErbB signaling pathway","04012","kegg","CRK"
"94716","ErbB signaling pathway","04012","kegg","EGFR"
"94717","ErbB signaling pathway","04012","kegg","AKT3"
"94718","ErbB signaling pathway","04012","kegg","CAMK2B"
"94719","ErbB signaling pathway","04012","kegg","KRAS"
"94720","ErbB signaling pathway","04012","kegg","MAP2K1"
"94721","ErbB signaling pathway","04012","kegg","ABL1"
"94722","ErbB signaling pathway","04012","kegg","SHC3"
"94723","ErbB signaling pathway","04012","kegg","MAP2K7"
"94724","ErbB signaling pathway","04012","kegg","CDKN1B"
"94725","ErbB signaling pathway","04012","kegg","ELK1"
"94726","ErbB signaling pathway","04012","kegg","PRKCB"
"94727","ErbB signaling pathway","04012","kegg","STAT5A"
"94728","ErbB signaling pathway","04012","kegg","ERBB3"
"94729","ErbB signaling pathway","04012","kegg","AKT2"
"94730","ErbB signaling pathway","04012","kegg","MAPK9"
"94731","ErbB signaling pathway","04012","kegg","PAK6"
"94732","ErbB signaling pathway","04012","kegg","PIK3CD"
"94733","ErbB signaling pathway","04012","kegg","STAT5B"
"94734","ErbB signaling pathway","04012","kegg","MAPK8"
"94735","ErbB signaling pathway","04012","kegg","HBEGF"
"94736","ErbB signaling pathway","04012","kegg","ERBB4"
"94737","ErbB signaling pathway","04012","kegg","CBLC"
"94738","ErbB signaling pathway","04012","kegg","EREG"
"94739","ErbB signaling pathway","04012","kegg","AREG"
"94740","ErbB signaling pathway","04012","kegg","EGF"
"94741","ErbB signaling pathway","04012","kegg","SOS2"
"94742","ErbB signaling pathway","04012","kegg","CDKN1A"
"94743","ErbB signaling pathway","04012","kegg","CAMK2A"
"94744","ErbB signaling pathway","04012","kegg","GSK3B"
"94745","ErbB signaling pathway","04012","kegg","PLCG1"
"94746","ErbB signaling pathway","04012","kegg","NRG3"
"94747","ErbB signaling pathway","04012","kegg","PIK3CA"
"94748","ErbB signaling pathway","04012","kegg","MAPK1"
"94749","ErbB signaling pathway","04012","kegg","PIK3R3"
"94750","ErbB signaling pathway","04012","kegg","PLCG2"
"94751","ErbB signaling pathway","04012","kegg","RPS6KB1"
"94752","ErbB signaling pathway","04012","kegg","CAMK2G"
"94753","ErbB signaling pathway","04012","kegg","PIK3R2"
"94754","ErbB signaling pathway","04012","kegg","PIK3CB"
"94755","ErbB signaling pathway","04012","kegg","JUN"
"94756","ErbB signaling pathway","04012","kegg","NRG2"
"94757","ErbB signaling pathway","04012","kegg","ABL2"
"94758","ErbB signaling pathway","04012","kegg","ARAF"
"94759","ErbB signaling pathway","04012","kegg","SRC"
"94760","ErbB signaling pathway","04012","kegg","SHC2"
"94761","ErbB signaling pathway","04012","kegg","PAK2"
"94762","ErbB signaling pathway","04012","kegg","MAPK3"
"94763","ErbB signaling pathway","04012","kegg","MAPK10"
"94764","ErbB signaling pathway","04012","kegg","HRAS"
"94765","ErbB signaling pathway","04012","kegg","BRAF"
"94766","ErbB signaling pathway","04012","kegg","BTC"
"94767","ErbB signaling pathway","04012","kegg","CBL"
"94768","ErbB signaling pathway","04012","kegg","CRKL"
"94769","ErbB signaling pathway","04012","kegg","CAMK2D"
"94770","ErbB signaling pathway","04012","kegg","NRAS"
"94771","ErbB signaling pathway","04012","kegg","NCK2"
"94772","ErbB signaling pathway","04012","kegg","SHC1"
"94773","ErbB signaling pathway","04012","kegg","NCK1"
"94774","ErbB signaling pathway","04012","kegg","PTK2"
"94775","ErbB signaling pathway","04012","kegg","PRKCA"
"94776","ErbB signaling pathway","04012","kegg","PAK7"
"94778","ErbB signaling pathway","04012","kegg","PAK3"
"94779","ErbB signaling pathway","04012","kegg","RPS6KB2"
"94780","ErbB signaling pathway","04012","kegg","EIF4EBP1"
"94781","ErbB signaling pathway","04012","kegg","AKT1"
"94782","ErbB signaling pathway","04012","kegg","RAF1"
"94783","ErbB signaling pathway","04012","kegg","GAB1"
"94784","ErbB signaling pathway","04012","kegg","MAP2K4"
"94785","ErbB signaling pathway","04012","kegg","MTOR"
"94786","ErbB signaling pathway","04012","kegg","BAD"
"94787","ErbB signaling pathway","04012","kegg","PRKCG"
"94788","ErbB signaling pathway","04012","kegg","SOS1"
"94789","ErbB signaling pathway","04012","kegg","TGFA"
"94790","ErbB signaling pathway","04012","kegg","PIK3R1"
"94791","ErbB signaling pathway","04012","kegg","GRB2"
"94792","ErbB signaling pathway","04012","kegg","MAP2K2"
"94793","Ubiquitin mediated proteolysis","04120","kegg","PARK2"
"94794","Ubiquitin mediated proteolysis","04120","kegg","UBE2D2"
"94795","Ubiquitin mediated proteolysis","04120","kegg","UBE2D3"
"94796","Ubiquitin mediated proteolysis","04120","kegg","UBA6"
"94797","Ubiquitin mediated proteolysis","04120","kegg","UBE3A"
"94798","Ubiquitin mediated proteolysis","04120","kegg","UBE2I"
"94799","Ubiquitin mediated proteolysis","04120","kegg","SYVN1"
"94800","Ubiquitin mediated proteolysis","04120","kegg","SMURF2"
"94801","Ubiquitin mediated proteolysis","04120","kegg","TRIP12"
"94802","Ubiquitin mediated proteolysis","04120","kegg","CUL4B"
"94803","Ubiquitin mediated proteolysis","04120","kegg","UBE2J2"
"94804","Ubiquitin mediated proteolysis","04120","kegg","UBE2B"
"94805","Ubiquitin mediated proteolysis","04120","kegg","UBE2D4"
"94806","Ubiquitin mediated proteolysis","04120","kegg","UBE2A"
"94807","Ubiquitin mediated proteolysis","04120","kegg","SOCS3"
"94808","Ubiquitin mediated proteolysis","04120","kegg","UBE2G2"
"94809","Ubiquitin mediated proteolysis","04120","kegg","NEDD4"
"94810","Ubiquitin mediated proteolysis","04120","kegg","UBE3B"
"94811","Ubiquitin mediated proteolysis","04120","kegg","MDM2"
"94812","Ubiquitin mediated proteolysis","04120","kegg","CBLB"
"94813","Ubiquitin mediated proteolysis","04120","kegg","TRIM32"
"94814","Ubiquitin mediated proteolysis","04120","kegg","UBE2G1"
"94815","Ubiquitin mediated proteolysis","04120","kegg","UBE2F"
"94816","Ubiquitin mediated proteolysis","04120","kegg","STUB1"
"94817","Ubiquitin mediated proteolysis","04120","kegg","UBE2E1"
"94818","Ubiquitin mediated proteolysis","04120","kegg","HERC1"
"94819","Ubiquitin mediated proteolysis","04120","kegg","WWP2"
"94820","Ubiquitin mediated proteolysis","04120","kegg","UBE2R2"
"94821","Ubiquitin mediated proteolysis","04120","kegg","UBE2D1"
"94822","Ubiquitin mediated proteolysis","04120","kegg","UBR5"
"94823","Ubiquitin mediated proteolysis","04120","kegg","BIRC2"
