"metabolites","totpathways","hmdb","kegg","wiki","reac","Synonym"
"RAMP_C_000080491",61,2,12,2,42,"1-(6-Amino-9H-purin-9-yl)-1-deoxy-beta-D-Ribofuranose"
"RAMP_C_000036933",24,0,11,2,11,"2-Hydroxy-Acrylicaciddihydrogenphosphate"
"RAMP_C_000039109",1101,0,11,5,872,"Adenosindiphosphorsaeure"
"RAMP_C_000061439",12,0,11,1,0,"(2S)-2-Amino-3-methylbutanoate"
"RAMP_C_000080193",13,1,11,1,0,"(2S)-2-Amino-4-methylpentanoate"
"RAMP_C_000103589",31,0,11,2,18,"(-)-(S)-Malate"
"RAMP_C_000111935",28,0,11,2,15,"D-Glyceraldehyde3-phosphate"
"RAMP_C_000003295",27,0,10,3,10,"3-(Dihydrogenphosphate)Glycerate"
"RAMP_C_000015799",11,0,10,1,0,"(2S,3S)-2-amino-3-methyl-Pentanoate"
"RAMP_C_000017211",26,0,10,2,14,"5-Phospho-a-D-ribose-1-diphosphate"
"RAMP_C_000019523",18,0,10,3,5,"(2R)-3-hydroxy-2-(phosphonooxy)propanoate"
"RAMP_C_000025687",16,0,10,3,3,"a-D-Glucose6-phosphate"
"RAMP_C_000030785",41,0,10,1,30,"Bicarbonate"
"RAMP_C_000063400",13,0,10,2,0,"Acetyl-L-phenylalanine"
"RAMP_C_000067020",29,0,10,2,17,"2-Hydroxy-1,2,3-propanetricarboxylate"
"RAMP_C_000067306",28,0,10,3,15,"(+)-3,17b-Estradiol"
"RAMP_C_000071778",56,0,10,2,41,"Endotoxin"
"RAMP_C_000085071",56,0,10,4,42,"3-(2-Aminoethyl)-1H-indol-5-ol"
"RAMP_C_000105225",34,0,10,3,21,"17a-Progesterone"
"RAMP_C_000015209",32,0,9,3,16,"(2S,3R,4E)-2-acylamino-1,3-octadec-4-enediol"
"RAMP_C_000037869",12,0,9,3,0,"(2S)-2-amino-4-(methylsulfanyl)butanoate"
"RAMP_C_000046430",10,0,9,1,0,"(2S,3R)-(-)-Threonine"
"RAMP_C_000055738",1915,1871,9,3,32,"HexadecanoylCoA"
"RAMP_C_000059401",38,0,9,3,24,"1H-Imidazole-4-ethanamine"
"RAMP_C_000069436",25,0,9,1,15,"(2-amino-3-Hydroxy-octadec-4-enoxy)phosphonate"
"RAMP_C_000071901",548,0,9,2,424,"5'-GTP"
"RAMP_C_000094671",40,0,9,2,29,"(+)-Lactate"
"RAMP_C_000101734",67,0,9,2,55,"(UDP)glucose"
"RAMP_C_000104992",11,0,9,2,0,"CallidinI"
"RAMP_C_000000409",52,0,8,1,34,"1-Linoleoyl-2-erucoyl-sn-glycero-3-phosphoethanolamine"
"RAMP_C_000001160",11,1,8,2,0,"1H-Imidazole-4-propanoate"
"RAMP_C_000001767",25,0,8,2,15,"CoAS-(hydrogensuccinate)"
"RAMP_C_000004357",45,0,8,1,36,"3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)-(2E,4Z,6E,8Z)-nonatetraen-1-oate"
"RAMP_C_000024102",17,0,8,2,7,"Carbamicacidmonoanhydridewithphosphorate"
"RAMP_C_000029590",10,0,8,2,0,"(-)-(S)-Proline"
"RAMP_C_000031739",9,0,8,1,0,"(+)-S-Lysine"
"RAMP_C_000033020",28,1,8,3,16,"(+)-S-Ornithine"
"RAMP_C_000044395",23,0,8,3,12,"(-)-3-(3,4-dihydroxyphenyl)-L-alanine"
"RAMP_C_000050768",23,0,8,2,7,"Butanoyl-CoA"
"RAMP_C_000051733",29,0,8,0,21,"Apirlevulosa"
"RAMP_C_000053343",29,0,8,1,20,"15-Apo-beta-caroten-15-oate"
"RAMP_C_000054200",30,0,8,0,14,"1-Phosphatidyl-1D-myo-inositol3-phosphate"
"RAMP_C_000065038",20,0,8,3,9,"1-Hydroxy-1,2,3-propanetricarboxylate"
"RAMP_C_000074387",17,0,8,1,8,"Thaiminepyrophosphate"
"RAMP_C_000079473",21,0,8,3,10,"Alphadrate"
"RAMP_C_000086690",49,0,8,1,30,"(3-Phosphatidyl)-1-D-inositol"
"RAMP_C_000087714",35,0,8,1,21,"(+)-ProstaglandinF2a"
"RAMP_C_000089311",239,5,8,3,200,"3-Carbamoyl-1-beta-D-ribofuranosylpyridiniumhydroxide5'-esterwithadenosine5'-pyrophosphateinnersalt"
"RAMP_C_000094487",41,0,8,1,32,"Dioxidanidyl"
"RAMP_C_000106340",19,0,8,2,9,"2-Butenoyl-CoA"
"RAMP_C_000111101",16,0,8,1,7,"1-Acyl-sn-glycerol3-phosphate"
"RAMP_C_000111115",38,0,8,1,29,"alpha-D-Glucose6-phosphate"
"RAMP_C_000112318",8,0,8,0,0,"Atrialnatriureticpeptide"
"RAMP_C_000000163",22,0,7,3,12,"11beta-Hydroxycortisone"
"RAMP_C_000000197",87,0,7,2,55,"1-Palmitoyl-2-linoleoyl-3-linoleoyl-glycerol"
"RAMP_C_000000943",9,0,7,2,0,"(-)-Asparagine"
"RAMP_C_000006244",22,0,7,1,14,"(R-(R*,S*-(E,E,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-gamma-glutamyl-L-cysteinyl)-Glycine"
"RAMP_C_000017795",21,0,7,1,13,"(-)-Thyroxine"
"RAMP_C_000018331",31,0,7,1,19,"2-Carboxyethylamine"
"RAMP_C_000019541",29,0,7,1,21,"Acetaldehyde"
"RAMP_C_000022392",29,0,7,4,18,"(6S)-Tetrahydrofolate"
"RAMP_C_000024949",10,0,7,3,0,"3,3',5'-Triiodo-L-thyronine"
"RAMP_C_000028494",30,0,7,1,17,"(6z,8e,10e,14z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate"
"RAMP_C_000032417",7,0,7,0,0,"L-Aspartateb-semialdehyde"
"RAMP_C_000034330",43,25,7,2,7,"2-Ketobutanoate"
"RAMP_C_000035759",49,2,7,4,32,"(2-Hydroxyethyl)trimethylammonium"
"RAMP_C_000036413",18,0,7,3,8,"alpha-D-Ribose5-phosphate"
"RAMP_C_000037800",47,1,7,2,37,"(-)-(R)-Epinephrine"
"RAMP_C_000042736",57,0,7,0,47,"a-D-Glucopyranose"
"RAMP_C_000043491",15,0,7,3,5,"D-Ribose5-phosphate"
"RAMP_C_000049282",46,3,7,2,28,"(4)-Androsten-3,17-dione"
"RAMP_C_000049352",35,0,7,1,24,"(5Z,13E)-(15S)-6,9-alpha-epoxy-11-alpha,15-dihydroxyprosta-5,13-dienoate"
"RAMP_C_000050149",126,50,7,4,53,"Cys-Gly"
"RAMP_C_000056206",15,0,7,2,6,"(S)-3-Hydroxybutanoyl-CoA"
"RAMP_C_000059007",12,0,7,2,3,"a-Ketoacetate"
"RAMP_C_000063310",43,0,7,4,27,"1,2,3-Trihydroxypropane"
"RAMP_C_000072501",33,0,7,2,16,"3-Ketobutyrate"
"RAMP_C_000076743",30,0,7,3,16,"a-D-Glucopyranosylphosphate"
"RAMP_C_000078529",214,0,7,3,185,"AcetoacetylcoenzymeAsodiumsalt"
"RAMP_C_000084790",68,0,7,2,54,"5'-GMP"
"RAMP_C_000089498",35,0,7,1,22,"(5Z,13E)-(15S)-9,15-dihydroxy-11-oxoprosta-5,13-dienoate"
"RAMP_C_000101903",9,0,7,2,0,"D-Xylulose5-phosphate"
"RAMP_C_000105496",17,0,7,1,9,"2-Formylpropionicacidethylester"
"RAMP_C_000111402",11,0,7,1,3,"Hydroxylradical"
"RAMP_C_000112565",32,0,7,3,22,"Acyl-CoA"
"RAMP_C_000000877",80,0,6,2,51,"22:6Cholesterolester"
"RAMP_C_000002046",7,0,6,1,0,"D-Erythrose4-phosphate"
"RAMP_C_000007127",13,0,6,3,4,"Acifolic"
"RAMP_C_000009576",61,0,6,1,43,"1,2-Dipalmitoylglycerophosphorylserine"
"RAMP_C_000011341",20,0,6,1,13,"1,4-Epoxy-1,3-butadiene"
"RAMP_C_000013461",28,17,6,2,3,"2-Keto-3-Methylbutyrate"
"RAMP_C_000013655",11,0,6,1,4,"(p-hydroxyphenyl)-Pyruvate"
"RAMP_C_000018197",31,0,6,1,18,"ProstaglandinH(,3)"
"RAMP_C_000027521",7,0,6,1,0,"(3,4-dihydroxyphenyl)-Aceticacid"
"RAMP_C_000035585",12,0,6,2,4,"3-O-Phosphoserine"
"RAMP_C_000040513",252,0,6,2,227,"Dioxygen"
"RAMP_C_000044419",12,0,6,2,4,"3-Oxopropanoate"
"RAMP_C_000044920",42,0,6,3,25,"(+)-testosterone"
"RAMP_C_000047993",7,0,6,1,0,"O-Acetyl-L-serine"
"RAMP_C_000054164",17,0,6,3,8,"(S)-3-hydroxy-3-methylglutaryl-CoA"
"RAMP_C_000054848",388,0,6,3,330,"5'-GDP"
"RAMP_C_000056123",21,1,6,1,13,"cis-1,2,3,5-trans-4,6-Cyclohexanehexol"
"RAMP_C_000057259",7,0,6,1,0,"Acidofair"
"RAMP_C_000061274",16,0,6,1,9,"(+/-)8,9-EpETrE"
"RAMP_C_000072436",27,0,6,1,20,"(+)-mannose"
"RAMP_C_000074002",11,0,6,1,4,"(R)-glycerate"
"RAMP_C_000074883",7,0,6,1,0,"beta-D-Glucose6-(dihydrogenphosphate)"
"RAMP_C_000077111",10,0,6,4,0,"Armcoiron"
"RAMP_C_000083406",25,0,6,2,17,"1,5,10-Triazadecane"
"RAMP_C_000095764",15,0,6,1,8,"D-Fructose1,6-biphosphate"
"RAMP_C_000097741",30,0,6,2,22,"(+-)-homocysteine"
"RAMP_C_000097955",92,0,6,1,72,"2-Hydroxyhexadecanoate"
"RAMP_C_000099174",26,1,6,2,17,"1-Aminoethane-2-sulfonate"
"RAMP_C_000100396",16,0,6,1,9,"(+/-)5,6-EpETrE"
"RAMP_C_000102590",7,0,6,1,0,"beta-D-Fructose1,6-bisphosphate"
"RAMP_C_000103915",22,0,6,1,15,"2-Methylacetyl-CoA"
"RAMP_C_000111047",10,0,6,0,4,"D-Glyceraldehyde"
"RAMP_C_000111843",6,0,6,0,0,"Endothelin-1"
"RAMP_C_000111871",110,0,6,1,80,"1,2-Diacyl-sn-glycerol"
"RAMP_C_000111965",22,0,6,1,10,"DNA"
"RAMP_C_000001250",5,0,5,0,0,"(S)-2-Hydroxy-2-methyl-3-oxobutanoate"
"RAMP_C_000001674",14,0,5,3,0,"4-(2-Aminoethyl)phenyl-beta-D-glucopyranosiduronicacid"
"RAMP_C_000003323",15,0,5,0,10,"Chondroitin4'-sulfate"
"RAMP_C_000004655",20,0,5,2,13,"1,5,10,14-Tetraazatetradecane"
"RAMP_C_000005587",80,2,5,2,63,"(protoporphyrinato)iron"
"RAMP_C_000006515",39,0,5,2,32,"3'-Phospho-5'-adenylylsulfate"
"RAMP_C_000006662",5,0,5,0,0,"Glycolaldehyde"
"RAMP_C_000010372",33,0,5,0,23,"GDPMannose"
"RAMP_C_000013341",20,0,5,1,14,"(R-(R*,S*-(E,E,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-L-cysteinyl)-glycine"
"RAMP_C_000014322",6,0,5,1,0,"2-Deoxyglycerate"
"RAMP_C_000015189",28,0,5,1,22,"ThromboxaneA2"
"RAMP_C_000015617",14,0,5,0,9,"(5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoate"
"RAMP_C_000018372",20,0,5,3,12,"(3b,5Z,7E)-9,10-Secocholesta-5,7,10(19)-trienetriol"
"RAMP_C_000019376",146,0,5,3,121,"ADEMETIONINE"
"RAMP_C_000021069",16,0,5,1,10,"Sphing-4-enine"
"RAMP_C_000033515",6,0,5,0,0,"2-Dehydro-3-deoxy-D-gluconate"
"RAMP_C_000036451",13,0,5,2,5,"(R)-methylmalonyl-CoA"
"RAMP_C_000039255",10,0,5,1,4,"2-Hydroxy-3-phenyl-2-propenoicacid,9CI"
"RAMP_C_000040511",16,0,5,2,9,"1,4-Butanediamine"
"RAMP_C_000041982",10,0,5,2,3,"2-Keto-4-Methylvalerate"
"RAMP_C_000043556",35,7,5,2,21,"3a,7a,12a-Trihydroxy-5b-cholanicacid-24-taurine"
"RAMP_C_000047145",5,0,5,0,0,"(2S)-2-Isopropylmalate"
"RAMP_C_000048149",544,0,5,4,469,"NFBOrthophosphate"
"RAMP_C_000051942",21,0,5,3,13,"11,21-Dihydroxypregn-4-ene-3,20-dione"
"RAMP_C_000053067",13,0,5,1,7,"1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose"
"RAMP_C_000054451",6,0,5,1,0,"(S)-2-amino-4-hydroxy-Butanoate"
"RAMP_C_000060993",23,0,5,2,16,"Adofeed"
"RAMP_C_000064634",12,0,5,2,5,"Andreson"
"RAMP_C_000066500",17,0,5,4,4,"(6R)-5,10-methylenetetrahydrofolate"
"RAMP_C_000068169",21,3,5,1,10,"(+)-Galactose"
"RAMP_C_000069540",33,6,5,3,13,"1-(Dihydrogenphosphate)Glycerol"
"RAMP_C_000076010",88,0,5,0,77,"alpha-Idosane"
"RAMP_C_000078694",5,0,5,0,0,"4-Phospho-L-aspartate"
"RAMP_C_000083162",17,0,5,2,10,"(+)-Dehydroisoandrosterone"
"RAMP_C_000085636",5,0,5,0,0,"Chorismicacid"
"RAMP_C_000093863",40,0,5,1,34,"Sulfate(ion2-)"
"RAMP_C_000094166",12,0,5,1,6,"(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate"
"RAMP_C_000096348",9,0,5,0,4,"Aneurin"
"RAMP_C_000101398",27,4,5,2,15,"(+)-ascorbate"
"RAMP_C_000102725",36,8,5,1,17,"alpha-D-Glucopyranuronicacid"
"RAMP_C_000106014",10,0,5,1,4,"2-Hexanone"
"RAMP_C_000106029",19,0,5,3,11,"10-Formyl-(6RS)-tetrahydrofolicacid"
"RAMP_C_000106258",42,0,5,2,33,"Add-F"
"RAMP_C_000108137",212,20,5,4,162,"Adenine-nicotinamidedinucleotidephosphate"
"RAMP_C_000109335",39,5,5,1,27,"3'-Phosphoryl-AMP"
"RAMP_C_000111094",17,0,5,2,10,"1-Acylglycerol"
"RAMP_C_000111361",5,0,5,0,0,"Acyl-carrierprotein"
"RAMP_C_000111628",20,0,5,1,14,"(R)-Methylmalonyl-CoA"
"RAMP_C_000111762",6,0,5,1,0,"EnzymeN6-(dihydrolipoyl)lysine"
"RAMP_C_000111881",5,0,5,0,0,"D-Galacturonate"
"RAMP_C_000111906",6,0,5,1,0,"Starch"
"RAMP_C_000111950",6,0,5,1,0,"EnzymeN6-(lipoyl)lysine"
"RAMP_C_000111986",6,0,5,1,0,"(S)-3-Methyl-2-oxopentanoicacid"
"RAMP_C_000112039",34,0,5,0,25,"1-Phosphatidyl-1D-myo-inositol3,4-bisphosphate"
"RAMP_C_000001300",11,0,4,1,6,"(2E)-Tetradecenoyl-CoA"
"RAMP_C_000001539",12,0,4,2,6,"(2E)-Dodec-2-enoyl-CoA"
"RAMP_C_000001804",19,0,4,2,13,"C14Sphingomyelin"
"RAMP_C_000002266",11,0,4,1,6,"3-Oxomyristoyl-CoA"
"RAMP_C_000003619",15,0,4,0,11,"(S)-2,4-diamino-Butanoate"
"RAMP_C_000004627",13,0,4,2,7,"T2-decenoyl-CoA"
"RAMP_C_000005460",15,0,4,1,5,"Bisulfite"
"RAMP_C_000005629",20,0,4,1,15,"2,4-Dihydroxypyrimidine"
"RAMP_C_000005933",4,0,4,0,0,"(+)-Xylose"
"RAMP_C_000006089",11,0,4,2,5,"1,3-Biphosphoglycerate"
"RAMP_C_000006186",24,0,4,2,7,"(S)-3-Hydroxyhexanoyl-CoA"
"RAMP_C_000007287",4,0,4,0,0,"2,5-Dioxopentanoate"
"RAMP_C_000007357",9,0,4,0,5,"(5Z,8z,10e,14Z)-(12S)-12-hydroperoxyicosa-5,8,10,14-tetraenoate"
"RAMP_C_000008366",5,1,4,0,0,"b-D-Glucopyranose"
"RAMP_C_000008955",9,0,4,1,4,"L-Nicotine"
"RAMP_C_000009682",61,0,4,1,56,"UDP-N-Acetyl-a-D-glucosamine"
"RAMP_C_000011794",52,0,4,1,23,"3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-Nonatetraenal"
"RAMP_C_000012664",8,0,4,1,3,"2-Amino-3-sulfopropanoate"
"RAMP_C_000012948",40,0,4,1,35,"a-D-Glucopyranuronicacid1->5'-esterwithuridine5'-(trihydrogenpyrophosphate)"
"RAMP_C_000013488",8,0,4,1,3,"5-Amino-4-oxo-Pentanoate"
"RAMP_C_000013945",4,0,4,0,0,"2-Acetamido-5-oxopentanoate"
"RAMP_C_000019685",23,0,4,1,18,"Peroxonitrite"
"RAMP_C_000019892",10,0,4,2,4,"5'-P-Ribosyl-5-amino-4-imidazolecarboxamide"
"RAMP_C_000020113",11,0,4,3,4,"Glutaryl-CoA"
"RAMP_C_000021294",4,0,4,0,0,"(2R,3R)-2,3-dihydroxy-3-methylpentanoate"
"RAMP_C_000021590",16,1,4,4,7,"2-Amino-Ethanoldihydrogenphosphate"
"RAMP_C_000021773",25,2,4,3,12,"3-Hydroxy-butanoate"
"RAMP_C_000024934",21,0,4,0,12,"Acidesulfhydrique"
"RAMP_C_000025644",5,0,4,1,0,"3-Hydroxy-2-oxopropanoate"
"RAMP_C_000025657",5,0,4,1,0,"2-Aminobenzoate"
"RAMP_C_000025753",54,0,4,1,48,"Flanin"
"RAMP_C_000026265",11,0,4,3,4,"2-(N(Omega)-L-arginine)succinate"
"RAMP_C_000029850",223,0,4,3,195,"2'-(Dihydrogenphosphate)5'-(trihydrogenpyrophosphate)Adenosine5'-esterwith1,4-dihydro-1-b-D-ribofuranosylnicotinamide"
"RAMP_C_000030274",15,0,4,1,10,"alpha-D-Mannose-6-P"
"RAMP_C_000030980",4,0,4,0,0,"(2R,3S)-2-hydroxy-3-(propan-2-yl)butanedioate"
"RAMP_C_000031016",260,1,4,2,216,"Magnesium"
"RAMP_C_000031323",4,0,4,0,0,"Acetylphosphate"
"RAMP_C_000033855",13,0,4,2,7,"1-Hydroxyethane"
"RAMP_C_000034005",15,0,4,2,9,"5,6-Dihydro-2,4(1H,3H)-pyrimidinedione"
"RAMP_C_000034527",4,0,4,0,0,"3-(4-Hydroxyphenyl)-2-propenoate"
"RAMP_C_000035327",4,0,4,0,0,"(3R)-3-Hydroxybutanoyl-CoA"
"RAMP_C_000035343",5,0,4,1,0,"1-O-Phosphono-D-glucopyranuronicacid"
"RAMP_C_000036960",70,52,4,2,12,"(+)-Aldosterone"
"RAMP_C_000038927",11,0,4,1,6,"(2E)-Hexadecenoyl-CoA"
"RAMP_C_000039421",31,1,4,1,24,"1-Butanoate"
"RAMP_C_000041790",10,0,4,2,4,"(R)-S-(2-amino-2-carboxyethyl)-L-Homocysteine"
"RAMP_C_000045534",151,0,4,3,129,"1,4-Dihydronicotinamideadeninedinucleotide"
"RAMP_C_000045813",17,0,4,2,11,"(+)-Estrone"
"RAMP_C_000047388",5,0,4,1,0,"2,3-Pyridinedicarboxylate"
"RAMP_C_000047670",53,0,4,2,37,"Copper"
"RAMP_C_000049429",21,0,4,1,12,"(+)-vitaminD3"
"RAMP_C_000049467",4,0,4,0,0,"(2S)-2-acetamido-5-oxo-5-(phosphonooxy)pentanoate"
"RAMP_C_000050490",15,0,4,1,10,"(-)-Cystine"
"RAMP_C_000051048",189,0,4,1,129,"Fe(III)"
"RAMP_C_000052467",14,0,4,2,8,"(E)-S-2-octenoate"
"RAMP_C_000052857",9,0,4,1,4,"(-)-Sorbitol"
"RAMP_C_000053681",5,0,4,1,0,"(+/-)-2-Aminoadipate"
"RAMP_C_000053897",19,0,4,1,14,"20-Hydroxy-leukotrieneE4"
"RAMP_C_000054058",12,0,4,2,6,"(2E)-Hexenoyl-CoA"
"RAMP_C_000054298",63,44,4,0,15,"(+)-Biotin"
"RAMP_C_000055820",12,0,4,2,6,"3-Ketooctanoyl-CoA"
"RAMP_C_000058365",15,0,4,1,10,"2-Amino-2-deoxy-D-glucose6-phosphate"
"RAMP_C_000058487",9,0,4,1,4,"(+)-a-Tocopherol"
"RAMP_C_000063713",4,0,4,0,0,"p-Coumaroyl-CoA"
"RAMP_C_000065629",298,278,4,2,14,"Dodecanoyl-CoA"
"RAMP_C_000066510",12,0,4,2,6,"(S)-3-Hydroxytetradecanoyl-CoA."
"RAMP_C_000067265",8,0,4,0,4,"4-Carboxyphenol"
"RAMP_C_000067685",5,0,4,1,0,"AcryloylcoenzymeA"
"RAMP_C_000070640",4,0,4,0,0,"(R)-2-Hydroxy-1,2,4-butanetricarboxylate"
"RAMP_C_000070909",10,0,4,0,6,"3-Oxododecanoyl-coenzymeA"
"RAMP_C_000071489",10,0,4,2,4,"3-(Carbamoylamino)propanoate"
"RAMP_C_000071645",5,0,4,1,0,"2-(alpha-Hydroxyethyl)thiaminediphosphate"
"RAMP_C_000072186",14,0,4,1,9,"Capryloyl-CoA"
"RAMP_C_000074192",12,0,4,2,6,"(S)-3-Hydroxydecanoyl-CoA"
"RAMP_C_000075857",5,0,4,1,0,"(1Z)-1-Propene-1,2,3-tricarboxylate"
"RAMP_C_000076172",11,0,4,1,6,"(S)-3-hydroxydodecanoyl-coenzymeA"
"RAMP_C_000076753",24,0,4,2,15,"5'-IMP"
"RAMP_C_000078024",282,269,4,2,7,"Decanoylcoenzymeamonohydrate"
"RAMP_C_000078103",16,0,4,0,12,"(5Z,8Z,11Z,14Z)-Icosatetraenoyl-CoA"
"RAMP_C_000078809",44,0,4,1,32,"ApolonB6"
"RAMP_C_000079139",26,0,4,1,21,"3a,7a,12a-Trihydroxy-5b-cholan-24-oylglycine"
"RAMP_C_000081974",11,0,4,1,6,"3-Ketodecanoyl-CoA"
"RAMP_C_000082714",5,0,4,1,0,"(2S)-2-acetamido-5-aminopentanoate"
"RAMP_C_000083683",4,0,4,0,0,"Acticarbone"
"RAMP_C_000084507",326,288,4,2,25,"Myristoyl-CoA"
"RAMP_C_000085963",4,0,4,0,0,"(2R)-2,3-dihydroxy-3-methylbutanoate"
"RAMP_C_000086276",10,0,4,1,5,"TXB2"
"RAMP_C_000086766",4,0,4,0,0,"1,5-Diaminopentane"
"RAMP_C_000088025",14,0,4,1,9,"(+/-)14,15-EpETrE"
"RAMP_C_000089441",13,0,4,1,8,"(+)-Pantothenate"
"RAMP_C_000090197",12,0,4,2,6,"(S)-3-hydroxyhexadecanoyl-coenzymeA"
"RAMP_C_000090529",9,0,4,1,4,"2-Acetamido-L-Glutaraldehydate"
"RAMP_C_000091413",16,0,4,3,9,"b-D-Fructose2,6-bisphosphate"
"RAMP_C_000091799",10,0,4,2,4,"2-Oxo-3-(phosphonooxy)-Propanoate"
"RAMP_C_000092300",17,0,4,1,12,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E,3S)-3-hydroperoxyoct-1-en-1-yl]-2,3-dioxabicyclo[2.2.1]hept-5-yl}hept-5-enoate"
"RAMP_C_000093463",17,0,4,3,10,"7-(Dihydrogenphosphate)sedoheptulose"
"RAMP_C_000093660",5,0,4,1,0,"3-HydroxypropanoylcoenzymeA"
"RAMP_C_000093992",10,0,4,1,5,"1-Azaindene"
"RAMP_C_000098315",5,0,4,1,0,"(2-acetyloxy-3-octadec-9-enoxypropyl)2-trimethylazaniumylethylphosphate"
"RAMP_C_000099505",15,0,4,1,10,"(+)-lactose"
"RAMP_C_000100316",14,0,4,0,5,"Hyposulfite"
"RAMP_C_000100515",4,0,4,0,0,"(2S)-2-ethyl-2-hydroxy-3-oxobutanoate"
"RAMP_C_000103287",18,0,4,2,12,"5-Methoxy-N-acetyltryptamine"
"RAMP_C_000105014",12,0,4,2,6,"(S)-3-Hydroxyoctanoyl-CoA"
"RAMP_C_000105699",24,0,4,2,18,"(3b)-3-hydroxy-Pregn-5-en-20-one"
