"metabolites","totpathways","hmdb","kegg","wiki","reac","Synonym"
"RAMP_C_000065095",79,63,4,0,12,"(+)-Aldosterone"
"RAMP_C_000051316",129,62,3,0,63,"5'-UDP"
"RAMP_C_000058712",465,62,6,1,339,"5'-GDP"
"RAMP_C_000001254",78,60,17,1,0,"Asp"
"RAMP_C_000017083",141,59,3,0,76,"5'-UTP"
"RAMP_C_000018461",72,59,13,0,0,"(2S)-2-Aminopropanoate"
"RAMP_C_000012441",143,57,17,1,63,"1,2-Ethanedicarboxylate"
"RAMP_C_000034507",112,56,10,2,44,"3-(2-Aminoethyl)-1H-indol-5-ol"
"RAMP_C_000019162",173,54,0,0,108,"ironatom"
"RAMP_C_000020600",217,54,68,4,68,"1D-Myo-Inositol1,4,5-trisphosphate"
"RAMP_C_000037698",54,54,0,0,0,"(3S)-5'-[(3-amino-3-carboxypropyl)methylsulfonio]-5'-deoxyadenosine"
"RAMP_C_000053727",117,54,7,0,51,"5'-GMP"
"RAMP_C_000004098",70,53,17,0,0,"(2S)-2,5-diamino-5-oxopentanoate"
"RAMP_C_000011182",93,53,3,1,31,"(2S)-2-azaniumyl-4-{[(1R)-2-{[(2R)-2-[(4S)-4-azaniumyl-4-carboxylatobutanamido]-2-[(carboxylatomethyl)carbamoyl]ethyl]disulfanyl}-1-[(carboxylatomethyl)carbamoyl]ethyl]carbamoyl}butanoate"
"RAMP_C_000035101",184,53,3,3,109,"(S)-5'-(S)-(3-Amino-3-carboxypropyl)-5'-thioadenosine"
"RAMP_C_000042861",61,52,8,1,0,"CoAS-(hydrogensuccinate)"
"RAMP_C_000071221",63,52,11,0,0,"(2S)-2-Amino-3-methylbutanoate"
"RAMP_C_000032166",61,50,11,0,0,"(2S)-2-Amino-4-methylpentanoate"
"RAMP_C_000047411",67,50,8,1,8,"Thaiminepyrophosphate"
"RAMP_C_000064230",60,50,9,1,0,"(2S)-2-amino-4-(methylsulfanyl)butanoate"
"RAMP_C_000031039",49,49,0,0,0,"1-Hexadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycero-3-phospho-(1'-myo-inositol-3',4'-bisphosphate)"
"RAMP_C_000042180",49,49,0,0,0,"1-Myristoyl-2-myristoleoyl-sn-glycerol"
"RAMP_C_000001619",66,48,8,0,10,"Alphadrate"
"RAMP_C_000007507",58,48,10,0,0,"(2S,3S)-2-amino-3-methyl-Pentanoate"
"RAMP_C_000053368",53,45,8,0,0,"(-)-(S)-Proline"
"RAMP_C_000039840",52,44,0,0,8,"1,2-Dithiolane-3-pentanamide"
"RAMP_C_000046633",127,44,3,1,76,"5'-(Tetrahydrogentriphosphate)cytidine"
"RAMP_C_000044266",57,43,6,0,8,"(S)-3-hydroxy-3-methylglutaryl-CoA"
"RAMP_C_000057061",52,43,7,2,0,"(6S)-Tetrahydrofolate"
"RAMP_C_000066889",77,43,7,0,22,"(5Z,13E)-(15S)-9,15-dihydroxy-11-oxoprosta-5,13-dienoate"
"RAMP_C_000070865",134,43,21,1,64,"(all-Z)-5,8,11,14-Eicosatetraenoate"
"RAMP_C_000001776",64,42,7,0,15,"(R-(R*,S*-(E,E,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-gamma-glutamyl-L-cysteinyl)-Glycine"
"RAMP_C_000002641",76,42,7,0,24,"(5Z,13E)-(15S)-6,9-alpha-epoxy-11-alpha,15-dihydroxyprosta-5,13-dienoate"
"RAMP_C_000043862",81,42,4,0,35,"a-D-Glucopyranuronicacid1->5'-esterwithuridine5'-(trihydrogenpyrophosphate)"
"RAMP_C_000000057",56,41,6,0,9,"(+/-)8,9-EpETrE"
"RAMP_C_000000807",154,41,11,0,82,"(+)-ent-Cholesterol"
"RAMP_C_000004741",49,41,3,0,5,"(+/-)5,6-DiHETrE"
"RAMP_C_000004868",54,41,1,0,12,"5-Keto-6,8,11,14-eicosatetraenoate"
"RAMP_C_000005471",55,41,5,0,9,"(5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoate"
"RAMP_C_000007600",50,41,3,0,6,"(5S,6S,7E,9E,11Z,14Z)-5,6-Epoxyicosa-7,9,11,14-tetraenoate"
"RAMP_C_000007698",86,41,16,0,24,"(-)-ProstaglandinE2"
"RAMP_C_000013161",69,41,5,0,23,"(1S-(1alpha,3alpha,3R*),4beta(Z),5alpha)-7-(3-(3-hydroxy-1-octenyl)-2,6-dioxabicyclo(3.1.1)hept-4-yl)-5-Heptenoate"
"RAMP_C_000013439",42,41,1,0,0,"8-beta-Prostane"
"RAMP_C_000013738",43,41,2,0,0,"(5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoate"
"RAMP_C_000015602",47,41,1,0,5,"(5Z,8Z,10E,14Z)-12-Oxoeicosa-5,8,10,14-tetraenoate"
"RAMP_C_000020036",49,41,3,0,5,"11-Dehydro-thromboxane"
"RAMP_C_000021748",49,41,3,0,5,"PGB2"
"RAMP_C_000022575",49,41,3,0,5,"12R-HpETE"
"RAMP_C_000022922",57,41,4,0,12,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E,3S)-3-hydroperoxyoct-1-en-1-yl]-2,3-dioxabicyclo[2.2.1]hept-5-yl}hept-5-enoate"
"RAMP_C_000023745",43,41,2,0,0,"(5Z,8Z,12E)-11,14,15-Trihydroxyeicosa-5,8,12-trienoate"
"RAMP_C_000025104",43,41,2,0,0,"11,12,15-TriHETRE"
"RAMP_C_000026618",41,41,0,0,0,"(6z,8e,10e,14z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate"
"RAMP_C_000026652",49,41,3,0,5,"(+/-)14,15-DiHETrE"
"RAMP_C_000030270",54,41,3,0,5,"(+)-ProstaglandinA2"
"RAMP_C_000032054",43,41,2,0,0,"(+/-)11,12-Ep-15(S)-hetre"
"RAMP_C_000032868",41,41,0,0,0,"(5S,6E,8Z,11Z,14Z)-5-hydroperoxyicosa-6,8,11,14-tetraenoate"
"RAMP_C_000034651",44,41,3,0,0,"8-Peroxy-5Z,9E,11Z,14Z-eicosatetraenoate"
"RAMP_C_000036330",48,41,2,0,5,"delta-12-PGJ2"
"RAMP_C_000042737",76,41,8,0,22,"(+)-ProstaglandinF2a"
"RAMP_C_000043087",50,41,4,0,5,"(5Z,8z,10e,14Z)-(12S)-12-hydroperoxyicosa-5,8,10,14-tetraenoate"
"RAMP_C_000043095",47,41,1,0,5,"(5S,6Z,8E,10E,12R,14Z)-5,12-dihydroxyicosa-6,8,10,14-tetraenedioate"
"RAMP_C_000043305",41,41,0,0,0,"(15S)Hydroxy-9alpha,11alpha-(epoxymethano)prosta-5,13-dienoate"
"RAMP_C_000043414",53,41,2,0,5,"5(S)-HETE"
"RAMP_C_000043899",49,41,3,0,5,"11-Oxo-15S-hydroxy-5Z,8Z,13E-prostatrienoate"
"RAMP_C_000050183",56,41,6,0,9,"(+/-)5,6-EpETrE"
"RAMP_C_000050995",54,41,4,0,9,"(+/-)14,15-EpETrE"
"RAMP_C_000051394",48,41,2,0,5,"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate"
"RAMP_C_000055675",49,41,3,0,5,"(5Z,8Z,11Z,14Z)-20-Hydroxyicosa-5,8,11,14-tetraenoate"
"RAMP_C_000056168",50,41,4,0,5,"TXB2"
"RAMP_C_000057969",47,41,1,0,5,"(5S,6Z,8E,10E,14Z)-5-hydroxy-12-oxoicosa-6,8,10,14-tetraenoate"
"RAMP_C_000058557",47,41,1,0,5,"(5Z,12E,14E)11-oxoProsta-5,9,12,14-tetraen-1-oate"
"RAMP_C_000060713",52,41,5,0,6,"(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate"
"RAMP_C_000063421",44,41,3,0,0,"(5Z,8S,9E,11Z,14Z)-8-hydroxyicosa-5,9,11,14-tetraenoate"
"RAMP_C_000064962",49,41,3,0,5,"(+/-)-11,12-dihydroxy-5Z,8Z,14Z,17Z-eicosatetraenoate"
"RAMP_C_000067383",43,41,2,0,0,"(19S)-Hydroxyarachidonicacid"
"RAMP_C_000068580",41,41,0,0,0,"1-Myristoyl-2-arachidonoyl-sn-glycero-3-phosphocholine"
"RAMP_C_000068779",41,41,0,0,0,"1-Myristoyl-glycero-3-phosphocholine"
"RAMP_C_000070287",42,41,1,0,0,"16-HETE"
"RAMP_C_000070499",49,41,3,0,5,"(+/-)8,9-Dihetre"
"RAMP_C_000073553",43,41,2,0,0,"6,9-Dioxo-11R,15S-dihydroxy-13E-prostenoate"
"RAMP_C_000035231",111,40,2,2,61,"5'-CMP"
"RAMP_C_000045990",46,39,3,0,4,"(2R)-2-amino-3-hydroxypropanoate"
"RAMP_C_000050619",99,39,2,0,55,"5'-UMP"
"RAMP_C_000063340",47,39,8,0,0,"(S)-1H-Imidazole-4-alanine"
"RAMP_C_000003571",68,38,2,0,28,"Methaldehyde"
"RAMP_C_000051803",44,38,5,1,0,"Add-F"
"RAMP_C_000028391",45,37,2,0,6,"Dihydrogen"
"RAMP_C_000035393",59,35,10,0,14,"5-Phospho-a-D-ribose-1-diphosphate"
"RAMP_C_000045345",50,35,2,0,13,"11-Deoxy-17-hydroxy-Corticosterone"
"RAMP_C_000047662",42,35,7,0,0,"(-)-Asparagine"
"RAMP_C_000000560",49,33,8,1,7,"Carbamicacidmonoanhydridewithphosphorate"
"RAMP_C_000002136",54,33,6,0,15,"2-Methylacetyl-CoA"
"RAMP_C_000049044",58,33,24,1,0,"RoferoseST"
"RAMP_C_000051446",42,33,9,0,0,"(2S,3R)-(-)-Threonine"
"RAMP_C_000053444",64,33,7,0,16,"3-Ketobutyrate"
"RAMP_C_000011542",40,32,6,2,0,"Armcoiron"
"RAMP_C_000059234",42,32,3,0,7,"MoCo"
"RAMP_C_000026448",69,31,8,0,30,"D-Fructose6-phosphate"
"RAMP_C_000044214",32,31,0,1,0,"3-(Dihydrogenphosphate)Glycerate"
"RAMP_C_000016096",43,30,13,0,0,"(S)-2-amino-5-[(aminoiminomethyl)amino]-Pentanoate"
"RAMP_C_000042790",176,30,68,4,66,"3'5'-CyclicAMP"
"RAMP_C_000072344",41,30,10,1,0,"a-D-Glucose6-phosphate"
"RAMP_C_000003900",59,29,3,0,23,"(1R,2S)-(2-Amino-3,4,5,6,7,8-hexahydro-4-oxo-6-pteridinyl)-1,2-propandiol"
"RAMP_C_000027221",85,29,12,0,41,"1-(6-Amino-9H-purin-9-yl)-1-deoxy-beta-D-Ribofuranose"
"RAMP_C_000070141",46,29,5,1,11,"10-Formyl-(6RS)-tetrahydrofolicacid"
"RAMP_C_000009258",44,28,14,2,0,"(-)-Serine"
"RAMP_C_000012707",50,28,3,0,19,"(2E,6E)-Farnesyldiphosphate"
"RAMP_C_000026426",85,28,7,0,47,"a-D-Glucopyranose"
"RAMP_C_000006649",33,27,5,1,0,"(6R)-5,10-methylenetetrahydrofolate"
"RAMP_C_000021697",55,27,12,2,14,"1,3-Dihydroxy-2-Propanonemono(dihydrogenphosphate)"
"RAMP_C_000023928",29,27,2,0,0,"1-O-Phosphono-D-ribofuranose"
"RAMP_C_000008793",33,26,7,0,0,"a-D-Glucopyranosylphosphate"
"RAMP_C_000021839",77,26,4,0,46,"Flanin"
"RAMP_C_000040095",39,26,2,0,10,"2-Deoxy-alpha-D-ribose1-phosphate"
"RAMP_C_000026742",25,25,0,0,0,"VitaminKhydroquinone(phylloquinone)"
"RAMP_C_000034711",28,25,3,0,0,"2',3'-trans-VitaminK1"
"RAMP_C_000010628",24,24,0,0,0,"3-(Phenylalanine)-8-lysineoxytocin"
"RAMP_C_000015242",62,24,9,1,28,"HexadecanoylCoA"
"RAMP_C_000026558",35,24,1,0,10,"(Rib5)ppA"
"RAMP_C_000056732",47,24,11,1,11,"2-Hydroxy-Acrylicaciddihydrogenphosphate"
"RAMP_C_000068620",113,24,6,0,72,"1-Hexyldecanoate"
"RAMP_C_000002347",30,23,2,0,5,"5alpha-Cholesta-7,24-dien-3beta-ol"
"RAMP_C_000002809",29,23,2,0,4,"(3beta,5alpha)-4,4-dimethylcholesta-8,24-dien-3-ol"
"RAMP_C_000005499",32,23,2,0,7,"(all-E)-2,6,10,15,19,23-hexamethyl-2,6,10,14,18,22-Tetracosahexaene"
"RAMP_C_000008160",30,23,2,0,5,"(3beta,5alpha)Cholestenol"
"RAMP_C_000010187",29,23,2,0,4,"(S)-2,3-Epoxysqualene"
"RAMP_C_000010545",24,23,1,0,0,"24,25-Dihydrolanosterol"
"RAMP_C_000023043",35,23,2,0,10,"(S)-Mevalonicacid-5-pyrophosphate"
"RAMP_C_000025308",25,23,2,0,0,"(3b,4a,5a)-4-methylcholesta-8,24-dien-3-ol"
"RAMP_C_000026166",31,23,2,0,6,"(9-D-ribosylxanthine)-5'-phosphate"
"RAMP_C_000027845",24,23,1,0,0,"3beta-hydroxy-4,4-dimethyl-8(9)-cholestene"
"RAMP_C_000028828",26,23,3,0,0,"5-P-beta-D-Ribosyl-amine"
"RAMP_C_000031851",33,23,2,0,8,"(3beta)-Lanosta-8,24-dien-3-ol"
"RAMP_C_000032513",30,23,2,0,5,"24-DehydroprovitaminD3"
"RAMP_C_000033134",23,23,0,0,0,"6,8-Bis-sulfanyloctanamide"
"RAMP_C_000037037",29,23,2,0,4,"(5a)-4-methylcholesta-8,24-dien-3-one"
"RAMP_C_000043238",30,23,2,0,5,"24-Dehydrocholesterol"
"RAMP_C_000047059",25,23,2,0,0,"4alpha-Carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol"
"RAMP_C_000049139",43,23,3,0,17,"3-Methyl-3-butenylpyrophosphate"
"RAMP_C_000049570",30,23,3,0,4,"(2E)-3,7-dimethylocta-2,6-dien-1-yltrihydrogendiphosphate"
"RAMP_C_000051485",34,23,2,0,6,"(-)-7-dehydrocholesterol"
"RAMP_C_000051656",31,23,2,0,6,"(3b,5a)-Cholesta-8,24-dien-3-ol"
"RAMP_C_000051964",23,23,0,0,0,"3b-Cholesta-5,8-dien-3-ol"
"RAMP_C_000056075",33,23,2,0,8,"(3beta,5alpha)-4,4-dimethyl-Cholesta-8,14,24-trien-3-ol"
"RAMP_C_000058700",23,23,0,0,0,"(+)-VitaminD3"
"RAMP_C_000060098",35,23,2,0,8,"1,1-Dimethyl-4-phenylpiperaziniumiodide"
"RAMP_C_000061098",29,23,2,0,4,"(R)-5-phosphomevalonate"
"RAMP_C_000065275",30,23,2,0,5,"(3beta)-Cholest-7-en-3-ol"
"RAMP_C_000073061",35,23,12,0,0,"1-8-AngiotensinI"
"RAMP_C_000005701",25,22,3,0,0,"1,1-Ethanedicarboxylate"
"RAMP_C_000009238",34,22,7,0,5,"D-Ribose5-phosphate"
"RAMP_C_000018936",32,22,5,0,5,"(S)-Methylmalonyl-CoA"
"RAMP_C_000041606",38,22,2,0,14,"(5'-Deoxy-5'-adenosyl)cobamidecoenzyme"
"RAMP_C_000064388",29,22,6,1,0,"(+-)-homocysteine"
"RAMP_C_000002853",30,21,9,0,0,"(UDP)glucose"
"RAMP_C_000037891",37,21,7,0,7,"2-Ketobutanoate"
"RAMP_C_000038228",51,21,11,1,18,"(-)-(S)-Malate"
"RAMP_C_000046744",30,21,4,0,5,"1,3-Biphosphoglycerate"
"RAMP_C_000057865",24,21,3,0,0,"(2S)-2-methyl-3-oxopropanoate"
"RAMP_C_000063273",31,21,4,2,4,"2-(N(Omega)-L-arginine)succinate"
"RAMP_C_000066763",41,21,3,0,17,"(2S)-2-amino-5-(carbamoylamino)pentanoate"
"RAMP_C_000071828",21,21,0,0,0,"2-Hydroxy-3-(phosphonooxy)-Propanal"
"RAMP_C_000026143",45,20,8,0,17,"(+)-S-Ornithine"
"RAMP_C_000028525",24,20,4,0,0,"(3R)-3-Hydroxybutanoyl-CoA"
"RAMP_C_000032863",28,20,3,1,4,"6-Succino-5'-adenylate"
"RAMP_C_000036338",28,20,3,1,4,"(carboxymethyl)-Guanidine"
"RAMP_C_000038829",27,20,3,0,4,"((amino(imino)methyl)(methyl)amino)acetate"
"RAMP_C_000053295",102,20,12,1,60,"Acetate"
"RAMP_C_000054011",43,20,4,1,15,"5'-IMP"
"RAMP_C_000070827",38,20,8,1,9,"2-Butenoyl-CoA"
"RAMP_C_000022479",33,19,6,0,8,"D-Fructose1,6-biphosphate"
"RAMP_C_000031869",42,19,4,0,19,"Copper"
"RAMP_C_000036599",26,19,3,0,4,"3-Hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde"
"RAMP_C_000064892",28,19,4,1,4,"(R)-S-(2-amino-2-carboxyethyl)-L-Homocysteine"
"RAMP_C_000069899",26,19,3,1,3,"2-Methylpropanoyl-CoA"
"RAMP_C_000016023",25,18,2,1,4,"(Dimethylamino)acetate"
"RAMP_C_000019186",48,18,7,0,19,"2-Carboxyethylamine"
"RAMP_C_000019284",18,18,0,0,0,"(S)-1-pyrroline-5-carboxylate"
"RAMP_C_000024779",55,18,9,1,25,"1H-Imidazole-4-ethanamine"
"RAMP_C_000034939",19,18,1,0,0,"beta-D-Arabino-hexulose"
"RAMP_C_000041278",37,18,3,1,15,"(Carboxymethyl)trimethylammoniumhydroxideinnersalt"
"RAMP_C_000001013",20,17,0,0,3,"(S)-2-methylbutyryl-CoA"
"RAMP_C_000001454",21,17,1,0,3,"(ppG)2"
"RAMP_C_000001604",23,17,2,0,4,"(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate"
"RAMP_C_000003516",18,17,1,0,0,"4-Amino-5-Imidazolecarboxamide"
"RAMP_C_000004040",18,17,1,0,0,"3-Methyl-1-hydroxybutyl-TPP"
"RAMP_C_000004979",18,17,1,0,0,"2',3'cGMP"
"RAMP_C_000006594",27,17,6,1,3,"2-Keto-3-Methylbutyrate"
"RAMP_C_000007072",20,17,3,0,0,"1-(5'-Phosphoribosyl)-5-aminoimidazole"
"RAMP_C_000008240",22,17,2,0,3,"3-Methylglutaconyl-CoA"
"RAMP_C_000011820",24,17,1,0,6,"5'-IDP"
"RAMP_C_000014995",23,17,2,0,4,"5'-Phosphoribosyl-N-formylglycineamidine"
"RAMP_C_000015597",24,17,2,1,4,"5'-P-Ribosyl-N-formylglycineamide"
"RAMP_C_000016727",17,17,0,0,0,"S-(2-Methylbutanoyl)dihydrolipoyllysine"
"RAMP_C_000017057",22,17,2,0,3,"2-Methyl-3-acetoacetyl-CoA"
"RAMP_C_000019019",40,17,2,0,21,"Deoxyguanosine5'-triphosphate"
"RAMP_C_000020626",20,17,3,0,0,"3,9-Dihydro-9-b-D-ribofuranosyl-1H-purine-2,6-dione"
"RAMP_C_000023718",22,17,2,0,3,"(E)-2-Methylcrotonoyl-CoA"
"RAMP_C_000026305",40,17,2,0,21,"1,6-Dihydro-6-iminopurine"
"RAMP_C_000028482",18,17,1,0,0,"(-)-(R)-3-Hydroxy-4-(trimethylammonio)butyrate"
"RAMP_C_000031752",19,17,2,0,0,"(S)-3-Hydroxyisobutyricacid"
"RAMP_C_000033135",25,17,2,0,6,"2'-Deoxy-Guanosine"
"RAMP_C_000034334",31,17,2,0,12,"2'-Deoxy-5'-GMP"
"RAMP_C_000037139",17,17,0,0,0,"(3R)-3-Methyl-2-oxopentanoate"
"RAMP_C_000039528",22,17,2,0,3,"3-Methylbut-2-enoyl-CoA"
"RAMP_C_000043709",40,17,5,2,16,"(+)-ascorbate"
"RAMP_C_000043965",23,17,2,0,4,"5'-Phosphoribosyl-glycineamide"
"RAMP_C_000044646",17,17,0,0,0,"S-(2-Methylpropanoyl)-dihydrolipoamide-E"
"RAMP_C_000046697",22,17,2,0,3,"2'-Deoxyadenosine-5'-diphosphate"
"RAMP_C_000048587",18,17,1,0,0,"(+)-a-Methyl-b-alanine"
"RAMP_C_000049820",23,17,2,0,4,"1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole"
"RAMP_C_000051900",17,17,0,0,0,"S-(3-Methylbutanoyl)-dihydrolipoamide-E"
"RAMP_C_000052191",33,17,2,0,14,"2-Amino-1,9-dihydro-9-b-D-ribofuranosyl-6H-purin-6-one"
"RAMP_C_000053118",34,17,2,0,15,"1,7-Dihydro-6H-purin-6-one"
"RAMP_C_000053807",25,17,4,0,4,"5'-P-Ribosyl-5-amino-4-imidazolecarboxamide"
"RAMP_C_000055450",18,17,1,0,0,"2-Methyl-1-hydroxypropyl-TPP"
"RAMP_C_000055801",37,17,3,0,17,"1H-Purine-2,6,8-triol"
"RAMP_C_000055884",32,17,2,0,13,"2-Amino-1,7-dihydro-6H-Purin-6-one"
"RAMP_C_000056136",32,17,4,0,11,"Dodecanoyl-CoA"
"RAMP_C_000056364",23,17,1,0,5,"2'-Inosine-5'-triphosphate"
"RAMP_C_000057093",24,17,3,0,4,"1H-Purine-2,6-diol"
"RAMP_C_000058702",45,17,2,0,26,"2'-Deoxy-5'-ATP"
"RAMP_C_000058971",37,17,2,0,18,"(-)-Inosine"
"RAMP_C_000060951",29,17,3,1,6,"(methylamino)-Acetate"
"RAMP_C_000061461",22,17,2,0,3,"2'-Deoxy-GDP"
"RAMP_C_000061680",26,17,5,1,3,"2-Keto-4-Methylvalerate"
"RAMP_C_000065666",34,17,2,0,15,"2'-dAMP"
"RAMP_C_000066533",22,17,2,0,3,"(S)-3-Hydroxyisobutyryl-CoA"
"RAMP_C_000067805",22,17,2,0,3,"3-Methylbutanoyl-CoA"
"RAMP_C_000068875",25,17,2,0,6,"2'-Deoxyinosine"
"RAMP_C_000068894",23,17,2,1,3,"2-Methylprop-2-enoyl-CoA"
"RAMP_C_000068899",29,17,2,0,10,"1-(6-Amino-9H-purin-9-yl)-1,2-dideoxy-b-D-Ribofuranose"
"RAMP_C_000068920",18,17,1,0,0,"3-Hydroxy-3-methylbutanoyl-CoA"
"RAMP_C_000070580",22,17,2,0,3,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA"
"RAMP_C_000072205",23,17,6,0,0,"beta-D-Glucose6-(dihydrogenphosphate)"
"RAMP_C_000073075",26,17,4,1,4,"Glutaryl-CoA"
"RAMP_C_000073625",36,17,18,1,0,"(-)-a-Amino-p-hydroxyhydrocinnamate"
"RAMP_C_000000819",55,16,9,1,29,"(+)-Lactate"
"RAMP_C_000006008",54,16,2,1,31,"1,5-Dihydro-FAD"
"RAMP_C_000060920",47,16,4,1,22,"Myristoyl-CoA"
"RAMP_C_000004857",31,15,1,0,11,"(all-E)-2,3-dimethoxy-5-methyl-6-(3,7,11,15,19,23,27,31-octamethyl-2,6,10,14,18,22,26,30-dotriacontaoctaenyl)-2,5-Cyclohexadiene-1,4-dione"
"RAMP_C_000009108",29,15,3,2,9,"(Des-Gly)-Glutathione"
"RAMP_C_000025493",65,15,13,1,35,"Acetylcholineion"
"RAMP_C_000027043",44,15,10,2,17,"2-Hydroxy-1,2,3-propanetricarboxylate"
"RAMP_C_000043663",26,15,4,1,6,"(2E)-Hexenoyl-CoA"
"RAMP_C_000051214",22,15,3,0,4,"1,2-Propanedione"
"RAMP_C_000055487",37,15,8,1,7,"Butanoyl-CoA"
"RAMP_C_000002903",25,14,4,1,6,"(S)-3-Hydroxyoctanoyl-CoA"
"RAMP_C_000003942",27,14,4,0,9,"Capryloyl-CoA"
"RAMP_C_000005052",14,14,0,0,0,"(S)-a-amino-6-hydroxy-3,4-dioxo-1,5-Cyclohexadiene-1-propanoate"
"RAMP_C_000009196",25,14,4,1,6,"3-Ketooctanoyl-CoA"
"RAMP_C_000011390",47,14,5,0,27,"3'-Phosphoryl-AMP"
"RAMP_C_000012837",27,14,3,0,10,"17-Hydroxy-D5-pregnenolone"
"RAMP_C_000013996",30,14,4,2,10,"5-Methyltetrahydrofolate"
"RAMP_C_000014769",24,14,4,0,6,"(S)-3-Hydroxyhexanoyl-CoA"
"RAMP_C_000017679",27,14,3,0,10,"17-alpha-Hydroxyprogesterone"
"RAMP_C_000046149",52,14,5,1,32,"3'-Phospho-5'-adenylylsulfate"
"RAMP_C_000047621",23,14,8,1,0,"1-Hydroxy-1,2,3-propanetricarboxylate"
"RAMP_C_000059008",27,14,4,1,8,"(E)-S-2-octenoate"
"RAMP_C_000064306",25,14,4,1,6,"3-KetohexanoylCoA."
"RAMP_C_000000067",17,13,4,0,0,"(1Z)-1-Propene-1,2,3-tricarboxylate"
