"metabolites","totpathways","hmdb","kegg","wiki","reac","Synonym"
"RAMP_C_000056732",47,24,11,1,11,"2-Hydroxy-Acrylicaciddihydrogenphosphate"
"RAMP_C_000071221",63,52,11,0,0,"(2S)-2-Amino-3-methylbutanoate"
"RAMP_C_000074738",12,0,11,1,0,"D-Glyceraldehyde3-phosphate"
"RAMP_C_000002510",15,5,10,0,0,"(-)-beta-Phenylalanine"
"RAMP_C_000007507",58,48,10,0,0,"(2S,3S)-2-amino-3-methyl-Pentanoate"
"RAMP_C_000009847",30,3,10,2,15,"(+)-3,17b-Estradiol"
"RAMP_C_000027043",44,15,10,2,17,"2-Hydroxy-1,2,3-propanetricarboxylate"
"RAMP_C_000028054",10,0,10,0,0,"3-Phospho-D-glycerate"
"RAMP_C_000033209",22,12,10,0,0,"(2R)-3-hydroxy-2-(phosphonooxy)propanoate"
"RAMP_C_000034507",112,56,10,2,44,"3-(2-Aminoethyl)-1H-indol-5-ol"
"RAMP_C_000035393",59,35,10,0,14,"5-Phospho-a-D-ribose-1-diphosphate"
"RAMP_C_000057173",145,104,10,1,30,"Bicarbonate"
"RAMP_C_000072344",41,30,10,1,0,"a-D-Glucose6-phosphate"
"RAMP_C_000074204",43,11,10,1,21,"17a-Progesterone"
"RAMP_C_000074676",11,0,10,1,0,"Lipopolysaccharide"
"RAMP_C_000000819",55,16,9,1,29,"(+)-Lactate"
"RAMP_C_000001833",29,6,9,0,14,"(2S,3R,4E)-1-(dihydrogenphosphate)2-amino-4-Octadecene-1,3-diol"
"RAMP_C_000002470",29,0,9,1,15,"(2S,3R,4E)-2-acylamino-1,3-octadec-4-enediol"
"RAMP_C_000002853",30,21,9,0,0,"(UDP)glucose"
"RAMP_C_000015242",62,24,9,1,28,"HexadecanoylCoA"
"RAMP_C_000024779",55,18,9,1,25,"1H-Imidazole-4-ethanamine"
"RAMP_C_000029066",9,0,9,0,0,"CallidinI"
"RAMP_C_000051446",42,33,9,0,0,"(2S,3R)-(-)-Threonine"
"RAMP_C_000064230",60,50,9,1,0,"(2S)-2-amino-4-(methylsulfanyl)butanoate"
"RAMP_C_000074172",666,104,9,1,431,"5'-GTP"
"RAMP_C_000000085",49,0,8,1,31,"1-Meadoyl-2-(1-enyl-oleoyl)-sn-glycero-3-phosphoethanolamine"
"RAMP_C_000000560",49,33,8,1,7,"Carbamicacidmonoanhydridewithphosphorate"
"RAMP_C_000001619",66,48,8,0,10,"Alphadrate"
"RAMP_C_000018107",19,0,8,1,10,"(+/-)3-(3,4-Dihydroxyphenyl)alanine"
"RAMP_C_000021832",40,0,8,0,32,"(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoate"
"RAMP_C_000026143",45,20,8,0,17,"(+)-S-Ornithine"
"RAMP_C_000026448",69,31,8,0,30,"D-Fructose6-phosphate"
"RAMP_C_000033882",49,1,8,0,30,"(3-Phosphatidyl)-1-D-inositol"
"RAMP_C_000042737",76,41,8,0,22,"(+)-ProstaglandinF2a"
"RAMP_C_000042861",61,52,8,1,0,"CoAS-(hydrogensuccinate)"
"RAMP_C_000047411",67,50,8,1,8,"Thaiminepyrophosphate"
"RAMP_C_000047621",23,14,8,1,0,"1-Hydroxy-1,2,3-propanetricarboxylate"
"RAMP_C_000050989",26,2,8,0,16,"15-Apo-beta-caroten-15-oate"
"RAMP_C_000051605",31,1,8,0,14,"1-Phosphatidyl-1D-myo-inositol3-phosphate"
"RAMP_C_000053368",53,45,8,0,0,"(-)-(S)-Proline"
"RAMP_C_000055487",37,15,8,1,7,"Butanoyl-CoA"
"RAMP_C_000063340",47,39,8,0,0,"(S)-1H-Imidazole-4-alanine"
"RAMP_C_000066064",520,268,8,2,211,"3-Carbamoyl-1-beta-D-ribofuranosylpyridiniumhydroxide5'-esterwithadenosine5'-pyrophosphateinnersalt"
"RAMP_C_000066918",20,12,8,0,0,"(+)-S-Lysine"
"RAMP_C_000070827",38,20,8,1,9,"2-Butenoyl-CoA"
"RAMP_C_000072420",40,1,8,0,31,"Dioxidanidyl"
"RAMP_C_000074979",9,0,8,1,0,"1-Acyl-sn-glycerol3-phosphate"
"RAMP_C_000076460",8,0,8,0,0,"alpha-D-Glucose6-phosphate"
"RAMP_C_000076554",8,0,8,0,0,"D-Fructose"
"RAMP_C_000078714",8,0,8,0,0,"Atrialnatriureticpeptide"
"RAMP_C_000000037",61,0,7,1,48,"1-Docosahexaenoyl-2-g-linolenoyl-sn-glycero-3-phosphocholine"
"RAMP_C_000001776",64,42,7,0,15,"(R-(R*,S*-(E,E,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-gamma-glutamyl-L-cysteinyl)-Glycine"
"RAMP_C_000002641",76,42,7,0,24,"(5Z,13E)-(15S)-6,9-alpha-epoxy-11-alpha,15-dihydroxyprosta-5,13-dienoate"
"RAMP_C_000004786",130,63,7,2,53,"5-L-Glutamyl-L-cysteinylglycine"
"RAMP_C_000007275",20,0,7,1,12,"11beta-Hydroxycortisone"
"RAMP_C_000008266",22,2,7,0,13,"(-)-Thyroxine"
"RAMP_C_000008793",33,26,7,0,0,"a-D-Glucopyranosylphosphate"
"RAMP_C_000009238",34,22,7,0,5,"D-Ribose5-phosphate"
"RAMP_C_000013369",13,5,7,1,0,"D-Xylulose5-phosphate"
"RAMP_C_000016791",30,0,7,0,18,"12-Keto-10,11,14,15-tetrahydro-LTB4"
"RAMP_C_000019186",48,18,7,0,19,"2-Carboxyethylamine"
"RAMP_C_000019723",22,12,7,0,3,"a-Ketoacetate"
"RAMP_C_000020131",350,144,7,2,181,"AcetoacetylcoenzymeAsodiumsalt"
"RAMP_C_000026426",85,28,7,0,47,"a-D-Glucopyranose"
"RAMP_C_000029907",55,11,7,1,32,"(2-Hydroxyethyl)trimethylammonium"
"RAMP_C_000037771",14,0,7,1,6,"(S)-3-Hydroxybutanoyl-CoA"
"RAMP_C_000037891",37,21,7,0,7,"2-Ketobutanoate"
"RAMP_C_000041724",32,3,7,0,22,"(4)-Androsten-3,17-dione"
"RAMP_C_000047662",42,35,7,0,0,"(-)-Asparagine"
"RAMP_C_000053444",64,33,7,0,16,"3-Ketobutyrate"
"RAMP_C_000053727",117,54,7,0,51,"5'-GMP"
"RAMP_C_000053815",7,0,7,0,0,"L-Aspartateb-semialdehyde"
"RAMP_C_000055350",11,2,7,2,0,"3,3',5'-Triiodo-L-thyronine"
"RAMP_C_000057061",52,43,7,2,0,"(6S)-Tetrahydrofolate"
"RAMP_C_000057107",22,6,7,0,9,"2-Formylpropionicacidethylester"
"RAMP_C_000057907",46,6,7,0,28,"1,2,3-Trihydroxypropane"
"RAMP_C_000060436",57,12,7,0,38,"(-)-(R)-Epinephrine"
"RAMP_C_000064165",14,7,7,0,0,"beta-D-Fructose6-phosphate"
"RAMP_C_000066889",77,43,7,0,22,"(5Z,13E)-(15S)-9,15-dihydroxy-11-oxoprosta-5,13-dienoate"
"RAMP_C_000070311",40,12,7,0,21,"Acetaldehyde"
"RAMP_C_000072269",20,5,7,0,8,"alpha-D-Ribose5-phosphate"
"RAMP_C_000078808",7,0,7,0,0,"Acyl-CoA"
"RAMP_C_000078990",7,0,7,0,0,"Hydroxylradical"
"RAMP_C_000000057",56,41,6,0,9,"(+/-)8,9-EpETrE"
"RAMP_C_000000752",80,0,6,2,52,"1-Palmitoleoyl-2-stearoyl-3-arachidonyl-glycerol"
"RAMP_C_000002136",54,33,6,0,15,"2-Methylacetyl-CoA"
"RAMP_C_000006594",27,17,6,1,3,"2-Keto-3-Methylbutyrate"
"RAMP_C_000009910",504,258,6,1,222,"Dioxygen"
"RAMP_C_000010768",22,11,6,1,4,"3-Oxopropanoate"
"RAMP_C_000011542",40,32,6,2,0,"Armcoiron"
"RAMP_C_000012956",60,0,6,1,42,"1-Stearoyl-2-oleoyl-sn-glycero-3-phosphoserine"
"RAMP_C_000017025",22,12,6,0,4,"(R)-glycerate"
"RAMP_C_000022479",33,19,6,0,8,"D-Fructose1,6-biphosphate"
"RAMP_C_000023460",29,0,6,0,18,"ProstaglandinH(,3)"
"RAMP_C_000026422",14,8,6,0,0,"(3,4-dihydroxyphenyl)-Aceticacid"
"RAMP_C_000026858",22,12,6,0,4,"(p-hydroxyphenyl)-Pyruvate"
"RAMP_C_000029216",25,6,6,0,13,"cis-1,2,3,5-trans-4,6-Cyclohexanehexol"
"RAMP_C_000031682",19,8,6,1,4,"3-O-Phosphoserine"
"RAMP_C_000040678",16,5,6,1,4,"Acifolic"
"RAMP_C_000041275",31,5,6,0,20,"(+)-mannose"
"RAMP_C_000041853",29,3,6,1,19,"(+)-testosterone"
"RAMP_C_000044266",57,43,6,0,8,"(S)-3-hydroxy-3-methylglutaryl-CoA"
"RAMP_C_000046035",26,9,6,0,11,"(+)-Sucrose"
"RAMP_C_000046446",6,0,6,0,0,"O-Acetyl-L-serine"
"RAMP_C_000046709",32,8,6,1,17,"1-Aminoethane-2-sulfonate"
"RAMP_C_000048825",12,6,6,0,0,"Acidofair"
"RAMP_C_000050183",56,41,6,0,9,"(+/-)5,6-EpETrE"
"RAMP_C_000056014",32,9,6,0,17,"1,5,10-Triazadecane"
"RAMP_C_000058712",465,62,6,1,339,"5'-GDP"
"RAMP_C_000064388",29,22,6,1,0,"(+-)-homocysteine"
"RAMP_C_000065408",7,0,6,1,0,"beta-D-Fructose1,6-bisphosphate"
"RAMP_C_000065592",11,5,6,0,0,"D-Erythrose4-phosphate"
"RAMP_C_000068620",113,24,6,0,72,"1-Hexyldecanoate"
"RAMP_C_000072205",23,17,6,0,0,"beta-D-Glucose6-(dihydrogenphosphate)"
"RAMP_C_000076352",6,0,6,0,0,"DNA"
"RAMP_C_000077149",6,0,6,0,0,"D-Glyceraldehyde"
"RAMP_C_000077329",6,0,6,0,0,"Endothelin-1"
"RAMP_C_000078076",6,0,6,0,0,"1,2-Diacyl-sn-glycerol"
"RAMP_C_000001647",138,0,5,1,116,"ADEMETIONINE"
"RAMP_C_000003377",73,0,5,2,48,"1-(11-Eicosenoate"
"RAMP_C_000004219",5,0,5,0,0,"(S)-2-Hydroxy-2-methyl-3-oxobutanoate"
"RAMP_C_000005471",55,41,5,0,9,"(5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoate"
"RAMP_C_000006325",9,4,5,0,0,"2-Deoxyglycerate"
"RAMP_C_000006649",33,27,5,1,0,"(6R)-5,10-methylenetetrahydrofolate"
"RAMP_C_000008228",27,5,5,0,17,"Adofeed"
"RAMP_C_000010137",5,0,5,0,0,"Arabinose"
"RAMP_C_000010430",257,183,5,0,61,"(protoporphyrinato)iron"
"RAMP_C_000011390",47,14,5,0,27,"3'-Phosphoryl-AMP"
"RAMP_C_000013161",69,41,5,0,23,"(1S-(1alpha,3alpha,3R*),4beta(Z),5alpha)-7-(3-(3-hydroxy-1-octenyl)-2,6-dioxabicyclo(3.1.1)hept-4-yl)-5-Heptenoate"
"RAMP_C_000013438",656,91,5,1,497,"Acidephosphorique(FRENCH)"
"RAMP_C_000014413",20,0,5,0,15,"(R-(R*,s*-(e,e,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-L-cysteinyl)glycine"
"RAMP_C_000015664",36,3,5,0,23,"GDPMannose"
"RAMP_C_000017973",19,1,5,0,13,"1,5,10,14-Tetraazatetradecane"
"RAMP_C_000018023",20,6,5,0,9,"(-)-D-erythro-Sphingosine"
"RAMP_C_000018936",32,22,5,0,5,"(S)-Methylmalonyl-CoA"
"RAMP_C_000019373",22,11,5,1,5,"Andreson"
"RAMP_C_000023671",418,233,5,3,157,"Adenine-nicotinamidedinucleotidephosphate"
"RAMP_C_000033835",5,0,5,0,0,"4-Phospho-L-aspartate"
"RAMP_C_000039938",18,0,5,1,12,"(3b,5Z,7E)-9,10-Secocholesta-5,7,10(19)-trienetriol"
"RAMP_C_000040621",13,8,5,0,0,"(S)-2-amino-4-hydroxy-Butanoate"
"RAMP_C_000043123",7,2,5,0,0,"Glycolaldehyde"
"RAMP_C_000043709",40,17,5,2,16,"(+)-ascorbate"
"RAMP_C_000046149",52,14,5,1,32,"3'-Phospho-5'-adenylylsulfate"
"RAMP_C_000048918",33,7,5,2,13,"1-(Dihydrogenphosphate)Glycerol"
"RAMP_C_000051069",30,11,5,1,13,"11,21-Dihydroxypregn-4-ene-3,20-dione"
"RAMP_C_000051803",44,38,5,1,0,"Add-F"
"RAMP_C_000052004",16,7,5,0,4,"2-Keto-adipate"
"RAMP_C_000052258",23,9,5,0,9,"1,4-Butanediamine"
"RAMP_C_000057228",5,0,5,0,0,"Chorismicacid"
"RAMP_C_000058292",19,7,5,0,7,"1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose"
"RAMP_C_000060684",10,1,5,0,4,"Aneurin"
"RAMP_C_000060713",52,41,5,0,6,"(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate"
"RAMP_C_000061276",18,3,5,0,10,"(+)-Dehydroisoandrosterone"
"RAMP_C_000061680",26,17,5,1,3,"2-Keto-4-Methylvalerate"
"RAMP_C_000062512",13,4,5,0,4,"2-Hydroxy-3-phenyl-2-propenoicacid,9CI"
"RAMP_C_000063099",28,8,5,0,15,"alpha-D-Glucopyranuronicacid"
"RAMP_C_000063988",5,0,5,0,0,"(2S)-2-Isopropylmalate"
"RAMP_C_000066197",50,11,5,0,34,"Sulfate(ion2-)"
"RAMP_C_000070141",46,29,5,1,11,"10-Formyl-(6RS)-tetrahydrofolicacid"
"RAMP_C_000074569",6,0,5,1,0,"1-Acylglycerol"
"RAMP_C_000074809",6,0,5,1,0,"Starch"
"RAMP_C_000074826",6,0,5,1,0,"EnzymeN6-(lipoyl)lysine"
"RAMP_C_000076012",5,0,5,0,0,"Acyl-carrierprotein"
"RAMP_C_000076544",5,0,5,0,0,"1-Phosphatidyl-1D-myo-inositol3,4-bisphosphate"
"RAMP_C_000077233",5,0,5,0,0,"EnzymeN6-(dihydrolipoyl)lysine"
"RAMP_C_000077696",5,0,5,0,0,"(S)-3-Methyl-2-oxopentanoicacid"
"RAMP_C_000078130",5,0,5,0,0,"(R)-Methylmalonyl-CoA"
"RAMP_C_000078146",5,0,5,0,0,"D-Galacturonate"
"RAMP_C_000000067",17,13,4,0,0,"(1Z)-1-Propene-1,2,3-tricarboxylate"
"RAMP_C_000000796",16,0,4,0,12,"C16:1Sphingomyelin"
"RAMP_C_000001692",4,0,4,0,0,"3-(4-Hydroxyphenyl)-2-propenoate"
"RAMP_C_000002732",11,7,4,0,0,"(+/-)-2-Aminoadipate"
"RAMP_C_000002903",25,14,4,1,6,"(S)-3-Hydroxyoctanoyl-CoA"
"RAMP_C_000002978",20,1,4,0,15,"20-Hydroxy-leukotrieneE4"
"RAMP_C_000003408",17,1,4,0,12,"(5Z,8Z,11Z,14Z)-Icosatetraenoyl-CoA"
"RAMP_C_000003942",27,14,4,0,9,"Capryloyl-CoA"
"RAMP_C_000004488",18,1,4,1,12,"5-Methoxy-N-acetyltryptamine"
"RAMP_C_000006679",129,0,4,0,120,"alpha-Idosane"
"RAMP_C_000007215",20,0,4,0,12,"(+)-vitaminD3"
"RAMP_C_000008143",25,13,4,1,7,"(E)-S-2-decenoate"
"RAMP_C_000008459",28,9,4,0,15,"2,4-Dihydroxypyrimidine"
"RAMP_C_000009196",25,14,4,1,6,"3-Ketooctanoyl-CoA"
"RAMP_C_000009285",4,0,4,0,0,"Acticarbone"
"RAMP_C_000009519",4,0,4,0,0,"(2S)-2-acetamido-5-oxo-5-(phosphonooxy)pentanoate"
"RAMP_C_000009892",23,13,4,0,6,"(2E)-Hexadecenoyl-CoA"
"RAMP_C_000010147",408,265,4,2,125,"1,4-Dihydronicotinamideadeninedinucleotide"
"RAMP_C_000010228",12,8,4,0,0,"3-Hydroxy-2-oxopropanoate"
"RAMP_C_000012073",5,1,4,0,0,"1-Amino-2-carboxybenzene"
"RAMP_C_000012999",17,3,4,0,10,"alpha-D-Mannose-6-P"
"RAMP_C_000013855",139,78,4,1,47,"Fe(III)"
"RAMP_C_000013910",24,13,4,1,6,"3-Oxododecanoyl-coenzymeA"
"RAMP_C_000013996",30,14,4,2,10,"5-Methyltetrahydrofolate"
"RAMP_C_000014769",24,14,4,0,6,"(S)-3-Hydroxyhexanoyl-CoA"
"RAMP_C_000015777",33,2,4,1,25,"1-Butanoate"
"RAMP_C_000017000",15,1,4,1,5,"3-Hydroxy-butanoate"
"RAMP_C_000018077",4,0,4,0,0,"(2S)-2-ethyl-2-hydroxy-3-oxobutanoate"
"RAMP_C_000018139",28,2,4,0,19,"3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-Nonatetraenal"
"RAMP_C_000019223",10,6,4,0,0,"Acetylphosphate"
"RAMP_C_000020291",20,13,4,0,3,"5-Amino-4-oxo-Pentanoate"
"RAMP_C_000021839",77,26,4,0,46,"Flanin"
"RAMP_C_000021902",24,13,4,1,6,"3-Ketopalmitoleoyl-CoA"
"RAMP_C_000022068",8,0,4,0,4,"(+)-a-Tocopherol"
"RAMP_C_000022922",57,41,4,0,12,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E,3S)-3-hydroperoxyoct-1-en-1-yl]-2,3-dioxabicyclo[2.2.1]hept-5-yl}hept-5-enoate"
"RAMP_C_000023806",16,4,4,1,7,"6-Carboxyhexanoyl-CoA"
"RAMP_C_000024600",605,304,4,0,257,"Magnesium"
"RAMP_C_000025076",8,1,4,0,3,"2-Amino-3-sulfopropanoate"
"RAMP_C_000025095",16,12,4,0,0,"b-D-Glucopyranose"
"RAMP_C_000025945",448,232,4,2,190,"2'-(Dihydrogenphosphate)5'-(trihydrogenpyrophosphate)Adenosine5'-esterwith1,4-dihydro-1-b-D-ribofuranosylnicotinamide"
"RAMP_C_000026450",21,10,4,1,6,"7,8-Dihydro-L-folicacid"
"RAMP_C_000027193",4,0,4,0,0,"(2R,3R)-2,3-dihydroxy-3-methylpentanoate"
"RAMP_C_000027989",4,0,4,0,0,"2-Acetamido-5-oxopentanoate"
"RAMP_C_000028088",9,5,4,0,0,"(+)-Pantothenate"
"RAMP_C_000028525",24,20,4,0,0,"(3R)-3-Hydroxybutanoyl-CoA"
"RAMP_C_000029518",9,0,4,0,5,"1-Azaindene"
"RAMP_C_000029788",5,0,4,1,0,"(2S)-2-acetamido-5-aminopentanoate"
"RAMP_C_000031211",4,0,4,0,0,"Hyposulfite"
"RAMP_C_000031556",8,4,4,0,0,"3-HydroxypropanoylcoenzymeA"
"RAMP_C_000031869",42,19,4,0,19,"Copper"
"RAMP_C_000032842",24,13,4,1,6,"(S)-3-Hydroxydecanoyl-CoA"
"RAMP_C_000035700",11,7,4,0,0,"(+)-lactose"
"RAMP_C_000037181",9,5,4,0,0,"Bisulfite"
"RAMP_C_000040422",14,0,4,0,10,"(-)-Cystine"
"RAMP_C_000043087",50,41,4,0,5,"(5Z,8z,10e,14Z)-(12S)-12-hydroperoxyicosa-5,8,10,14-tetraenoate"
"RAMP_C_000043505",4,0,4,0,0,"D-(+)-Xylose"
"RAMP_C_000043663",26,15,4,1,6,"(2E)-Hexenoyl-CoA"
"RAMP_C_000043702",20,5,4,0,11,"(+)-Estrone"
"RAMP_C_000043752",9,0,4,1,4,"2-Acetamido-L-Glutaraldehydate"
"RAMP_C_000043862",81,42,4,0,35,"a-D-Glucopyranuronicacid1->5'-esterwithuridine5'-(trihydrogenpyrophosphate)"
"RAMP_C_000045010",4,0,4,0,0,"(2R)-2,3-dihydroxy-3-methylbutanoate"
"RAMP_C_000045569",17,3,4,1,9,"b-D-Fructose2,6-bisphosphate"
"RAMP_C_000045592",180,137,4,0,32,"ApolonB6"
"RAMP_C_000046744",30,21,4,0,5,"1,3-Biphosphoglycerate"
"RAMP_C_000046860",13,5,4,0,4,"(-)-Sorbitol"
"RAMP_C_000047146",23,13,4,0,6,"(2E)-Tetradecenoyl-CoA"
"RAMP_C_000049515",66,6,4,0,56,"N-[2-[[[5-[(2,4-Dioxo-1H-pyrimidin-1-yl)]-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphinoyl]oxy-hydroxy-phosphinoyl]oxy-4,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-3-yl]acetamide"
"RAMP_C_000050264",25,13,4,1,7,"Decanoylcoenzymeamonohydrate"
"RAMP_C_000050995",54,41,4,0,9,"(+/-)14,15-EpETrE"
"RAMP_C_000051613",85,66,4,0,15,"(+)-Biotin"
"RAMP_C_000052283",6,2,4,0,0,"2,3-Pyridinedicarboxylate"
"RAMP_C_000052986",14,3,4,1,6,"(2E)-Dodec-2-enoyl-CoA"
"RAMP_C_000053063",4,0,4,0,0,"1,5-Diaminopentane"
"RAMP_C_000053807",25,17,4,0,4,"5'-P-Ribosyl-5-amino-4-imidazolecarboxamide"
"RAMP_C_000054011",43,20,4,1,15,"5'-IMP"
"RAMP_C_000055547",17,8,4,1,4,"2-Oxo-3-(phosphonooxy)-Propanoate"
"RAMP_C_000055779",23,13,4,0,6,"3-Oxomyristoyl-CoA"
"RAMP_C_000056136",32,17,4,0,11,"Dodecanoyl-CoA"
"RAMP_C_000056168",50,41,4,0,5,"TXB2"
"RAMP_C_000056265",24,13,4,1,6,"(S)-3-hydroxyhexadecanoyl-coenzymeA"
"RAMP_C_000056306",15,0,4,0,6,"(6E,8Z,11Z,14Z)-(5S)-5-hydroperoxyeicosa-6,8,11,14-tetraenoate"
"RAMP_C_000056376",17,9,4,0,4,"3-(Carbamoylamino)propanoate"
"RAMP_C_000056888",33,7,4,1,21,"3a,7a,12a-Trihydroxy-5b-cholanicacid-24-taurine"
"RAMP_C_000059008",27,14,4,1,8,"(E)-S-2-octenoate"
"RAMP_C_000059293",5,0,4,1,0,"(2-acetyloxy-3-octadec-9-enoxypropyl)2-trimethylazaniumylethylphosphate"
"RAMP_C_000059947",33,11,4,0,18,"(3b)-3-hydroxy-Pregn-5-en-20-one"
"RAMP_C_000060920",47,16,4,1,22,"Myristoyl-CoA"
"RAMP_C_000062092",6,1,4,1,0,"2-(alpha-Hydroxyethyl)thiaminediphosphate"
"RAMP_C_000062445",24,13,4,1,6,"(S)-3-Hydroxytetradecanoyl-CoA."
"RAMP_C_000063273",31,21,4,2,4,"2-(N(Omega)-L-arginine)succinate"
"RAMP_C_000063575",20,0,4,0,16,"Peroxonitrite"
"RAMP_C_000064306",25,14,4,1,6,"3-KetohexanoylCoA."
"RAMP_C_000064892",28,19,4,1,4,"(R)-S-(2-amino-2-carboxyethyl)-L-Homocysteine"
"RAMP_C_000065095",79,63,4,0,12,"(+)-Aldosterone"
"RAMP_C_000065313",24,3,4,0,12,"Acidesulfhydrique"
"RAMP_C_000066977",4,0,4,0,0,"(2R,3S)-2-hydroxy-3-(propan-2-yl)butanedioate"
"RAMP_C_000067552",23,13,4,0,6,"3-Ketodecanoyl-CoA"
"RAMP_C_000067830",14,2,4,1,7,"1-Hydroxyethane"
"RAMP_C_000068359",17,13,4,0,0,"(S)-3-hydroxydodecanoyl-coenzymeA"
"RAMP_C_000069071",4,0,4,0,0,"(R)-2-Hydroxy-1,2,4-butanetricarboxylate"
"RAMP_C_000069517",8,4,4,0,0,"AcryloylcoenzymeA"
"RAMP_C_000070229",26,12,4,0,10,"2-Amino-2-deoxy-D-glucose6-phosphate"
